"STAIDT","obs_median","preds_median","medOE","FFM"
"T10255810",7,2,3.5,"Peak_Dur_50"
"T10257600",5,2,2.5,"Peak_Dur_50"
"T10258000",7,6.9,1.01449275362319,"Peak_Dur_50"
"T10258500",10,3,3.33333333333333,"Peak_Dur_50"
"T10259000",2,3.5,0.571428571428571,"Peak_Dur_50"
"T10259200",3,4,0.75,"Peak_Dur_50"
"T10263500",3,4,0.75,"Peak_Dur_50"
"T10291500",10,11.25,0.888888888888889,"Peak_Dur_50"
"T10295500",13,11,1.18181818181818,"Peak_Dur_50"
"T10308200",13.5,7.4,1.82432432432432,"Peak_Dur_50"
"T10310000",16,15.2916666666667,1.04632152588556,"Peak_Dur_50"
"T10336660",5,5,1,"Peak_Dur_50"
"T10336676",4,5.2,0.769230769230769,"Peak_Dur_50"
"T10336780",59.5,13.35,4.45692883895131,"Peak_Dur_50"
"T10343500",27,8.6,3.13953488372093,"Peak_Dur_50"
"T11046300",3.5,2.5,1.4,"Peak_Dur_50"
"T11058600",2,6.275,0.318725099601594,"Peak_Dur_50"
"T11098000",3,4,0.75,"Peak_Dur_50"
"T11111500",3,3.9,0.769230769230769,"Peak_Dur_50"
"T11120500",3,4,0.75,"Peak_Dur_50"
"T11124500",4,4,1,"Peak_Dur_50"
"T11138500",3,3,1,"Peak_Dur_50"
"T11141280",5,4,1.25,"Peak_Dur_50"
"T11143000",4,7.6,0.526315789473684,"Peak_Dur_50"
"T11148900",3,2.5,1.2,"Peak_Dur_50"
"T11151300",3,2,1.5,"Peak_Dur_50"
"T11160000",3,3,1,"Peak_Dur_50"
"T11160500",2,3,0.666666666666667,"Peak_Dur_50"
"T11162500",2,2,1,"Peak_Dur_50"
"T11162570",1,1.775,0.563380281690141,"Peak_Dur_50"
"T11176400",2.5,3.75,0.666666666666667,"Peak_Dur_50"
"T11180500",3,3.1,0.967741935483871,"Peak_Dur_50"
"T11182500",2,3,0.666666666666667,"Peak_Dur_50"
"T11224500",2,3,0.666666666666667,"Peak_Dur_50"
"T11226500",13.5,14.9,0.906040268456376,"Peak_Dur_50"
"T11230500",7,12.45,0.562248995983936,"Peak_Dur_50"
"T11237500",15,8,1.875,"Peak_Dur_50"
"T11253310",3.5,3,1.16666666666667,"Peak_Dur_50"
"T11264500",10.5,13.6708333333333,0.768058518744287,"Peak_Dur_50"
"T11266500",15,9,1.66666666666667,"Peak_Dur_50"
"T11274500",4.5,3.7,1.21621621621622,"Peak_Dur_50"
"T11274630",5,4,1.25,"Peak_Dur_50"
"T11281000",4,4.36666666666667,0.916030534351145,"Peak_Dur_50"
"T11282000",11,6.95,1.58273381294964,"Peak_Dur_50"
"T11284400",2.5,2,1.25,"Peak_Dur_50"
"T11292500",22,10.3,2.13592233009709,"Peak_Dur_50"
"T11294500",4,7.625,0.524590163934426,"Peak_Dur_50"
"T11315000",2,7.25,0.275862068965517,"Peak_Dur_50"
"T11316800",8,5,1.6,"Peak_Dur_50"
"T11318500",5,3,1.66666666666667,"Peak_Dur_50"
"T11371000",2,4,0.5,"Peak_Dur_50"
"T11427700",3.5,7.5,0.466666666666667,"Peak_Dur_50"
"T11449500",1,3,0.333333333333333,"Peak_Dur_50"
"T11451100",3,2,1.5,"Peak_Dur_50"
"T11468000",2,2,1,"Peak_Dur_50"
"T11468500",4,1.9,2.10526315789474,"Peak_Dur_50"
"T11473900",4.5,1,4.5,"Peak_Dur_50"
"T11475560",2.5,4,0.625,"Peak_Dur_50"
"T11475800",3,2,1.5,"Peak_Dur_50"
"T11476600",2,2,1,"Peak_Dur_50"
"T11478500",2,2,1,"Peak_Dur_50"
"T11481200",2,2.33333333333333,0.857142857142858,"Peak_Dur_50"
"T11481500",1,2,0.5,"Peak_Dur_50"
"T11482500",2,2,1,"Peak_Dur_50"
"T11522500",3,4.4,0.681818181818182,"Peak_Dur_50"
"T11523200",3,3,1,"Peak_Dur_50"
"T11528700",3,1.6,1.875,"Peak_Dur_50"
"T11532500",2,3,0.666666666666667,"Peak_Dur_50"
