"STAIDT","obs_median","preds_median","medOE","FFM"
"T10255800",197.2,926.744274274938,0.212787934572657,"Peak_10"
"T10255810",86.2,371.293378601767,0.232161425352145,"Peak_10"
"T10257500",62.96,75.5902206077428,0.832911975832373,"Peak_10"
"T10257600",66.5,525.19805023478,0.126618901136957,"Peak_10"
"T10258000",306.8,225.140405530757,1.36270519401764,"Peak_10"
"T10258500",598,1223.1,0.488921592674352,"Peak_10"
"T10259000",106.5,118.397342316263,0.899513434309338,"Peak_10"
"T10259200",407.7,199.333333333333,2.04531772575251,"Peak_10"
"T10263500",829.2,722.010381372106,1.14845994101108,"Peak_10"
"T10264000",1663,840.73940869506,1.97802075506511,"Peak_10"
"T10264600",52,110.465307859496,0.470736025704471,"Peak_10"
"T10281800",101.9,195.286566642049,0.521797283613356,"Peak_10"
"T10291500",499.5,741.730996671514,0.673424735168794,"Peak_10"
"T10295500",568,964.283200344532,0.589038572690116,"Peak_10"
"T10308200",5786,7087.45351892672,0.81637219694616,"Peak_10"
"T10308783",15.12,185.427153016673,0.081541455790137,"Peak_10"
"T10310000",1708,2230.48217132919,0.765753710993427,"Peak_10"
"T10336580",489,368.045343427988,1.32864063825787,"Peak_10"
"T10336600",862,877.008712416118,0.982886472843845,"Peak_10"
"T10336645",386.4,259.018054259325,1.49178790298974,"Peak_10"
"T10336660",980,592.61057204924,1.65369982619644,"Peak_10"
"T10336676",700,774.820012864012,0.903435621664636,"Peak_10"
"T10336770",88,181.32842676934,0.485307249215485,"Peak_10"
"T10336780",327.6,437.184363841383,0.749340614841519,"Peak_10"
"T10340500",2045.9,1327.11677669019,1.54161264173183,"Peak_10"
"T10343500",262,426.001593161541,0.615021174112484,"Peak_10"
"T10360900",246,320.401305137965,0.767787134618793,"Peak_10"
"T11023310",134.8,233.575515814899,0.57711528337938,"Peak_10"
"T11031500",324.5,135.159326603684,2.40087020373742,"Peak_10"
"T11033000",917.2,566.583746519271,1.61882511744238,"Peak_10"
"T11037700",604.6,443.637864166897,1.36282325931618,"Peak_10"
"T11046300",2283,1317.55419195513,1.7327560520393,"Peak_10"
"T11046500",1399,1064.46898165315,1.31427033019536,"Peak_10"
"T11048553",219.12,149.690299227799,1.46382231267066,"Peak_10"
"T11058600",102.1,203.842123347826,0.500877828012917,"Peak_10"
"T11063000",1860,1617.44000874801,1.14996537116684,"Peak_10"
"T11073470",411,389.6641562649,1.05475444274786,"Peak_10"
"T11080500",2662,3188.32129550622,0.834922127751665,"Peak_10"
"T11082000",3860,4489.23777553571,0.859834161833715,"Peak_10"
"T11084500",488.6,326.76759958537,1.49525228517141,"Peak_10"
"T11094000",1640,1116.98776276896,1.46823452741731,"Peak_10"
"T11095500",1784,3412.84883711545,0.522730447536563,"Peak_10"
"T11098000",800.8,1148.50872310821,0.697251996339039,"Peak_10"
"T11100000",681,474.828609506887,1.43420170218308,"Peak_10"
"T11110500",1550,976.402687181707,1.58745978513632,"Peak_10"
"T11111500",2952,2882.56409503371,1.02408824320192,"Peak_10"
"T11113000",18500,13359.2564994204,1.38480760518391,"Peak_10"
"T11115500",2900,4870.42934462346,0.595430052424711,"Peak_10"
"T11116000",1454,855.405250487217,1.69977913880215,"Peak_10"
"T11117600",1297,1650.22512592789,0.785953370617069,"Peak_10"
"T11117800",1122,876.78655758898,1.27967290361444,"Peak_10"
"T11120500",430,267.284065082954,1.6087752925583,"Peak_10"
"T11120510",366,305.426329584849,1.19832497904646,"Peak_10"
"T11120520",149.8,179.50908186116,0.834498168264613,"Peak_10"
"T11120530",223.2,245.806170689226,0.908032533821914,"Peak_10"
"T11120550",895.5,798.930583513433,1.12087335055054,"Peak_10"
