agency_cd,site_no,year,month,day,discharge_cfs,discharge_flags
USGS,11468000,1950,10,01,260,A
USGS,11468000,1950,10,02,260,A
USGS,11468000,1950,10,03,260,A
USGS,11468000,1950,10,04,260,A
USGS,11468000,1950,10,05,260,A
USGS,11468000,1950,10,06,260,A
USGS,11468000,1950,10,07,260,A
USGS,11468000,1950,10,08,260,A
USGS,11468000,1950,10,09,260,A
USGS,11468000,1950,10,10,260,A
USGS,11468000,1950,10,11,260,A
USGS,11468000,1950,10,12,260,A
USGS,11468000,1950,10,13,260,A
USGS,11468000,1950,10,14,260,A
USGS,11468000,1950,10,15,260,A
USGS,11468000,1950,10,16,260,A
USGS,11468000,1950,10,17,260,A
USGS,11468000,1950,10,18,260,A
USGS,11468000,1950,10,19,260,A
USGS,11468000,1950,10,20,260,A
USGS,11468000,1950,10,21,260,A
USGS,11468000,1950,10,22,260,A
USGS,11468000,1950,10,23,260,A
USGS,11468000,1950,10,24,260,A
USGS,11468000,1950,10,25,260,A
USGS,11468000,1950,10,26,260,A
USGS,11468000,1950,10,27,260,A
USGS,11468000,1950,10,28,260,A
USGS,11468000,1950,10,29,260,A
USGS,11468000,1950,10,30,260,A
USGS,11468000,1950,10,31,260,A
USGS,11468000,1950,11,01,296,A
USGS,11468000,1950,11,02,296,A
USGS,11468000,1950,11,03,296,A
USGS,11468000,1950,11,04,296,A
USGS,11468000,1950,11,05,296,A
USGS,11468000,1950,11,06,296,A
USGS,11468000,1950,11,07,296,A
USGS,11468000,1950,11,08,296,A
USGS,11468000,1950,11,09,296,A
USGS,11468000,1950,11,10,296,A
USGS,11468000,1950,11,11,296,A
USGS,11468000,1950,11,12,57.0,A
USGS,11468000,1950,11,13,55.0,A
USGS,11468000,1950,11,14,54.0,A
USGS,11468000,1950,11,15,56.0,A
USGS,11468000,1950,11,16,2180,A
USGS,11468000,1950,11,17,1190,A
USGS,11468000,1950,11,18,1410,A
USGS,11468000,1950,11,19,1370,A
USGS,11468000,1950,11,20,1010,A
USGS,11468000,1950,11,21,1220,A
USGS,11468000,1950,11,22,887,A
USGS,11468000,1950,11,23,645,A
USGS,11468000,1950,11,24,482,A
USGS,11468000,1950,11,25,373,A
USGS,11468000,1950,11,26,296,A
USGS,11468000,1950,11,27,299,A
USGS,11468000,1950,11,28,284,A
USGS,11468000,1950,11,29,231,A
USGS,11468000,1950,11,30,245,A
USGS,11468000,1950,12,01,267,A
USGS,11468000,1950,12,02,288,A
USGS,11468000,1950,12,03,11700,A
USGS,11468000,1950,12,04,6600,A
USGS,11468000,1950,12,05,2490,A
USGS,11468000,1950,12,06,2000,A
USGS,11468000,1950,12,07,2580,A
USGS,11468000,1950,12,08,2100,A
USGS,11468000,1950,12,09,2060,A
USGS,11468000,1950,12,10,1580,A
USGS,11468000,1950,12,11,1730,A
USGS,11468000,1950,12,12,1460,A
USGS,11468000,1950,12,13,1240,A
USGS,11468000,1950,12,14,2120,A
USGS,11468000,1950,12,15,1840,A
USGS,11468000,1950,12,16,1440,A
USGS,11468000,1950,12,17,1150,A
USGS,11468000,1950,12,18,928,A
USGS,11468000,1950,12,19,770,A
USGS,11468000,1950,12,20,645,A
USGS,11468000,1950,12,21,546,A
USGS,11468000,1950,12,22,475,A
USGS,11468000,1950,12,23,410,A
USGS,11468000,1950,12,24,359,A
USGS,11468000,1950,12,25,320,A
USGS,11468000,1950,12,26,284,A
USGS,11468000,1950,12,27,245,A
USGS,11468000,1950,12,28,223,A
USGS,11468000,1950,12,29,203,A
USGS,11468000,1950,12,30,203,A
USGS,11468000,1950,12,31,188,A
USGS,11468000,1951,01,01,159,A
USGS,11468000,1951,01,02,161,A
USGS,11468000,1951,01,03,650,A
USGS,11468000,1951,01,04,701,A
USGS,11468000,1951,01,05,597,A
USGS,11468000,1951,01,06,508,A
USGS,11468000,1951,01,07,435,A
USGS,11468000,1951,01,08,410,A
USGS,11468000,1951,01,09,403,A
USGS,11468000,1951,01,10,1610,A
USGS,11468000,1951,01,11,2920,A
USGS,11468000,1951,01,12,3310,A
USGS,11468000,1951,01,13,1870,A
USGS,11468000,1951,01,14,1330,A
USGS,11468000,1951,01,15,1660,A
USGS,11468000,1951,01,16,1770,A
USGS,11468000,1951,01,17,2970,A
USGS,11468000,1951,01,18,5660,A
USGS,11468000,1951,01,19,4120,A
USGS,11468000,1951,01,20,2510,A
USGS,11468000,1951,01,21,8300,A
USGS,11468000,1951,01,22,12900,A
USGS,11468000,1951,01,23,5030,A
USGS,11468000,1951,01,24,2890,A
USGS,11468000,1951,01,25,2060,A
USGS,11468000,1951,01,26,1610,A
USGS,11468000,1951,01,27,1310,A
USGS,11468000,1951,01,28,1080,A
USGS,11468000,1951,01,29,923,A
USGS,11468000,1951,01,30,806,A
USGS,11468000,1951,01,31,697,A
USGS,11468000,1951,02,01,637,A
USGS,11468000,1951,02,02,589,A
USGS,11468000,1951,02,03,613,A
USGS,11468000,1951,02,04,3490,A
USGS,11468000,1951,02,05,5800,A
USGS,11468000,1951,02,06,2810,A
USGS,11468000,1951,02,07,1960,A
USGS,11468000,1951,02,08,1560,A
USGS,11468000,1951,02,09,1310,A
USGS,11468000,1951,02,10,1220,A
USGS,11468000,1951,02,11,3370,A
USGS,11468000,1951,02,12,3200,A
USGS,11468000,1951,02,13,2320,A
USGS,11468000,1951,02,14,1840,A
USGS,11468000,1951,02,15,1540,A
USGS,11468000,1951,02,16,1300,A
USGS,11468000,1951,02,17,1140,A
USGS,11468000,1951,02,18,1040,A
USGS,11468000,1951,02,19,887,A
USGS,11468000,1951,02,20,802,A
USGS,11468000,1951,02,21,824,A
USGS,11468000,1951,02,22,738,A
USGS,11468000,1951,02,23,756,A
USGS,11468000,1951,02,24,669,A
USGS,11468000,1951,02,25,613,A
USGS,11468000,1951,02,26,565,A
USGS,11468000,1951,02,27,531,A
USGS,11468000,1951,02,28,589,A
USGS,11468000,1951,03,01,756,A
USGS,11468000,1951,03,02,665,A
USGS,11468000,1951,03,03,605,A
USGS,11468000,1951,03,04,1260,A
USGS,11468000,1951,03,05,2110,A
USGS,11468000,1951,03,06,2160,A
USGS,11468000,1951,03,07,2260,A
USGS,11468000,1951,03,08,1910,A
USGS,11468000,1951,03,09,2090,A
USGS,11468000,1951,03,10,1750,A
USGS,11468000,1951,03,11,1500,A
USGS,11468000,1951,03,12,1290,A
USGS,11468000,1951,03,13,1110,A
USGS,11468000,1951,03,14,977,A
USGS,11468000,1951,03,15,846,A
USGS,11468000,1951,03,16,721,A
USGS,11468000,1951,03,17,645,A
USGS,11468000,1951,03,18,565,A
USGS,11468000,1951,03,19,508,A
USGS,11468000,1951,03,20,453,A
USGS,11468000,1951,03,21,407,A
USGS,11468000,1951,03,22,373,A
USGS,11468000,1951,03,23,346,A
USGS,11468000,1951,03,24,317,A
USGS,11468000,1951,03,25,299,A
USGS,11468000,1951,03,26,279,A
USGS,11468000,1951,03,27,262,A
USGS,11468000,1951,03,28,245,A
USGS,11468000,1951,03,29,234,A
USGS,11468000,1951,03,30,223,A
USGS,11468000,1951,03,31,210,A
USGS,11468000,1951,04,01,203,A
USGS,11468000,1951,04,02,193,A
USGS,11468000,1951,04,03,188,A
USGS,11468000,1951,04,04,181,A
USGS,11468000,1951,04,05,174,A
USGS,11468000,1951,04,06,170,A
USGS,11468000,1951,04,07,166,A
USGS,11468000,1951,04,08,159,A
USGS,11468000,1951,04,09,151,A
USGS,11468000,1951,04,10,143,A
USGS,11468000,1951,04,11,137,A
USGS,11468000,1951,04,12,134,A
USGS,11468000,1951,04,13,130,A
USGS,11468000,1951,04,14,130,A
USGS,11468000,1951,04,15,126,A
USGS,11468000,1951,04,16,125,A
USGS,11468000,1951,04,17,126,A
USGS,11468000,1951,04,18,126,A
USGS,11468000,1951,04,19,125,A
USGS,11468000,1951,04,20,118,A
USGS,11468000,1951,04,21,113,A
USGS,11468000,1951,04,22,108,A
USGS,11468000,1951,04,23,104,A
USGS,11468000,1951,04,24,102,A
USGS,11468000,1951,04,25,107,A
USGS,11468000,1951,04,26,105,A
USGS,11468000,1951,04,27,99.0,A
USGS,11468000,1951,04,28,191,A
USGS,11468000,1951,04,29,242,A
USGS,11468000,1951,04,30,174,A
USGS,11468000,1951,05,01,141,A
USGS,11468000,1951,05,02,130,A
USGS,11468000,1951,05,03,212,A
USGS,11468000,1951,05,04,712,A
USGS,11468000,1951,05,05,701,A
USGS,11468000,1951,05,06,446,A
USGS,11468000,1951,05,07,323,A
USGS,11468000,1951,05,08,256,A
USGS,11468000,1951,05,09,218,A
USGS,11468000,1951,05,10,191,A
USGS,11468000,1951,05,11,174,A
USGS,11468000,1951,05,12,168,A
USGS,11468000,1951,05,13,153,A
USGS,11468000,1951,05,14,141,A
USGS,11468000,1951,05,15,130,A
USGS,11468000,1951,05,16,119,A
USGS,11468000,1951,05,17,113,A
USGS,11468000,1951,05,18,107,A
USGS,11468000,1951,05,19,101,A
USGS,11468000,1951,05,20,95.0,A
USGS,11468000,1951,05,21,91.0,A
USGS,11468000,1951,05,22,89.0,A
USGS,11468000,1951,05,23,86.0,A
USGS,11468000,1951,05,24,84.0,A
USGS,11468000,1951,05,25,80.0,A
USGS,11468000,1951,05,26,77.0,A
USGS,11468000,1951,05,27,73.0,A
USGS,11468000,1951,05,28,68.0,A
USGS,11468000,1951,05,29,66.0,A
USGS,11468000,1951,05,30,64.0,A
USGS,11468000,1951,05,31,63.0,A
USGS,11468000,1951,06,01,59.0,A
USGS,11468000,1951,06,02,57.0,A
USGS,11468000,1951,06,03,55.0,A
USGS,11468000,1951,06,04,54.0,A
USGS,11468000,1951,06,05,53.0,A
USGS,11468000,1951,06,06,54.0,A
USGS,11468000,1951,06,07,54.0,A
USGS,11468000,1951,06,08,53.0,A
USGS,11468000,1951,06,09,52.0,A
USGS,11468000,1951,06,10,51.0,A
USGS,11468000,1951,06,11,49.0,A
USGS,11468000,1951,06,12,47.0,A
USGS,11468000,1951,06,13,46.0,A
USGS,11468000,1951,06,14,44.0,A
USGS,11468000,1951,06,15,43.0,A
USGS,11468000,1951,06,16,43.0,A
USGS,11468000,1951,06,17,43.0,A
USGS,11468000,1951,06,18,42.0,A
USGS,11468000,1951,06,19,42.0,A
USGS,11468000,1951,06,20,43.0,A
USGS,11468000,1951,06,21,43.0,A
USGS,11468000,1951,06,22,43.0,A
USGS,11468000,1951,06,23,45.0,A
USGS,11468000,1951,06,24,44.0,A
USGS,11468000,1951,06,25,43.0,A
USGS,11468000,1951,06,26,43.0,A
USGS,11468000,1951,06,27,42.0,A
USGS,11468000,1951,06,28,40.0,A
USGS,11468000,1951,06,29,38.0,A
USGS,11468000,1951,06,30,36.0,A
USGS,11468000,1951,07,01,34.0,A
USGS,11468000,1951,07,02,33.0,A
USGS,11468000,1951,07,03,32.0,A
USGS,11468000,1951,07,04,32.0,A
USGS,11468000,1951,07,05,31.0,A
USGS,11468000,1951,07,06,30.0,A
USGS,11468000,1951,07,07,29.0,A
USGS,11468000,1951,07,08,27.0,A
USGS,11468000,1951,07,09,26.0,A
USGS,11468000,1951,07,10,25.0,A
USGS,11468000,1951,07,11,25.0,A
USGS,11468000,1951,07,12,25.0,A
USGS,11468000,1951,07,13,23.0,A
USGS,11468000,1951,07,14,22.0,A
USGS,11468000,1951,07,15,22.0,A
USGS,11468000,1951,07,16,21.0,A
USGS,11468000,1951,07,17,20.0,A
USGS,11468000,1951,07,18,20.0,A
USGS,11468000,1951,07,19,19.0,A
USGS,11468000,1951,07,20,18.0,A
USGS,11468000,1951,07,21,17.0,A
USGS,11468000,1951,07,22,17.0,A
USGS,11468000,1951,07,23,17.0,A
USGS,11468000,1951,07,24,16.0,A
USGS,11468000,1951,07,25,17.0,A
USGS,11468000,1951,07,26,16.0,A
USGS,11468000,1951,07,27,17.0,A
USGS,11468000,1951,07,28,17.0,A
USGS,11468000,1951,07,29,15.0,A
USGS,11468000,1951,07,30,15.0,A
USGS,11468000,1951,07,31,14.0,A
USGS,11468000,1951,08,01,14.0,A
USGS,11468000,1951,08,02,14.0,A
USGS,11468000,1951,08,03,13.0,A
USGS,11468000,1951,08,04,14.0,A
USGS,11468000,1951,08,05,14.0,A
USGS,11468000,1951,08,06,14.0,A
USGS,11468000,1951,08,07,15.0,A
USGS,11468000,1951,08,08,15.0,A
USGS,11468000,1951,08,09,15.0,A
USGS,11468000,1951,08,10,15.0,A
USGS,11468000,1951,08,11,14.0,A
USGS,11468000,1951,08,12,14.0,A
USGS,11468000,1951,08,13,14.0,A
USGS,11468000,1951,08,14,14.0,A
USGS,11468000,1951,08,15,14.0,A
USGS,11468000,1951,08,16,14.0,A
USGS,11468000,1951,08,17,14.0,A
USGS,11468000,1951,08,18,13.0,A
USGS,11468000,1951,08,19,13.0,A
USGS,11468000,1951,08,20,11.0,A
USGS,11468000,1951,08,21,11.0,A
USGS,11468000,1951,08,22,11.0,A
USGS,11468000,1951,08,23,11.0,A
USGS,11468000,1951,08,24,12.0,A
USGS,11468000,1951,08,25,13.0,A
USGS,11468000,1951,08,26,12.0,A
USGS,11468000,1951,08,27,11.0,A
USGS,11468000,1951,08,28,11.0,A
USGS,11468000,1951,08,29,9.80,A
USGS,11468000,1951,08,30,9.40,A
USGS,11468000,1951,08,31,9.40,A
USGS,11468000,1951,09,01,9.40,A
USGS,11468000,1951,09,02,9.00,A
USGS,11468000,1951,09,03,9.40,A
USGS,11468000,1951,09,04,9.80,A
USGS,11468000,1951,09,05,9.80,A
USGS,11468000,1951,09,06,9.00,A
USGS,11468000,1951,09,07,9.00,A
USGS,11468000,1951,09,08,9.40,A
USGS,11468000,1951,09,09,9.40,A
USGS,11468000,1951,09,10,8.50,A
USGS,11468000,1951,09,11,8.10,A
USGS,11468000,1951,09,12,8.10,A
USGS,11468000,1951,09,13,7.70,A
USGS,11468000,1951,09,14,7.40,A
USGS,11468000,1951,09,15,7.40,A
USGS,11468000,1951,09,16,7.40,A
USGS,11468000,1951,09,17,8.10,A
USGS,11468000,1951,09,18,8.10,A
USGS,11468000,1951,09,19,8.10,A
USGS,11468000,1951,09,20,7.70,A
USGS,11468000,1951,09,21,7.70,A
USGS,11468000,1951,09,22,7.40,A
USGS,11468000,1951,09,23,7.70,A
USGS,11468000,1951,09,24,8.10,A
USGS,11468000,1951,09,25,8.50,A
USGS,11468000,1951,09,26,8.10,A
USGS,11468000,1951,09,27,8.10,A
USGS,11468000,1951,09,28,8.50,A
USGS,11468000,1951,09,29,9.00,A
USGS,11468000,1951,09,30,9.40,A
USGS,11468000,1951,10,01,14.0,A
USGS,11468000,1951,10,02,21.0,A
USGS,11468000,1951,10,03,27.0,A
USGS,11468000,1951,10,04,21.0,A
USGS,11468000,1951,10,05,16.0,A
USGS,11468000,1951,10,06,13.0,A
USGS,11468000,1951,10,07,13.0,A
USGS,11468000,1951,10,08,12.0,A
USGS,11468000,1951,10,09,12.0,A
USGS,11468000,1951,10,10,12.0,A
USGS,11468000,1951,10,11,13.0,A
USGS,11468000,1951,10,12,13.0,A
USGS,11468000,1951,10,13,14.0,A
USGS,11468000,1951,10,14,13.0,A
USGS,11468000,1951,10,15,13.0,A
USGS,11468000,1951,10,16,14.0,A
USGS,11468000,1951,10,17,14.0,A
USGS,11468000,1951,10,18,15.0,A
USGS,11468000,1951,10,19,16.0,A
USGS,11468000,1951,10,20,16.0,A
USGS,11468000,1951,10,21,15.0,A
USGS,11468000,1951,10,22,15.0,A
USGS,11468000,1951,10,23,16.0,A
USGS,11468000,1951,10,24,34.0,A
USGS,11468000,1951,10,25,89.0,A
USGS,11468000,1951,10,26,58.0,A
USGS,11468000,1951,10,27,39.0,A
USGS,11468000,1951,10,28,30.0,A
USGS,11468000,1951,10,29,24.0,A
USGS,11468000,1951,10,30,21.0,A
USGS,11468000,1951,10,31,18.0,A
USGS,11468000,1951,11,01,18.0,A
USGS,11468000,1951,11,02,17.0,A
USGS,11468000,1951,11,03,17.0,A
USGS,11468000,1951,11,04,17.0,A
USGS,11468000,1951,11,05,16.0,A
USGS,11468000,1951,11,06,15.0,A
USGS,11468000,1951,11,07,15.0,A
USGS,11468000,1951,11,08,15.0,A
USGS,11468000,1951,11,09,15.0,A
USGS,11468000,1951,11,10,21.0,A
USGS,11468000,1951,11,11,40.0,A
USGS,11468000,1951,11,12,112,A
USGS,11468000,1951,11,13,121,A
USGS,11468000,1951,11,14,81.0,A
USGS,11468000,1951,11,15,67.0,A
USGS,11468000,1951,11,16,60.0,A
USGS,11468000,1951,11,17,50.0,A
USGS,11468000,1951,11,18,41.0,A
USGS,11468000,1951,11,19,49.0,A
USGS,11468000,1951,11,20,387,A
USGS,11468000,1951,11,21,581,A
USGS,11468000,1951,11,22,242,A
USGS,11468000,1951,11,23,143,A
USGS,11468000,1951,11,24,102,A
USGS,11468000,1951,11,25,86.0,A
USGS,11468000,1951,11,26,260,A
USGS,11468000,1951,11,27,489,A
USGS,11468000,1951,11,28,499,A
USGS,11468000,1951,11,29,756,A
USGS,11468000,1951,11,30,1710,A
USGS,11468000,1951,12,01,7950,A
USGS,11468000,1951,12,02,4970,A
USGS,11468000,1951,12,03,5600,A
USGS,11468000,1951,12,04,4520,A
USGS,11468000,1951,12,05,4020,A
USGS,11468000,1951,12,06,2200,A
USGS,11468000,1951,12,07,1320,A
USGS,11468000,1951,12,08,944,A
USGS,11468000,1951,12,09,704,A
USGS,11468000,1951,12,10,551,A
USGS,11468000,1951,12,11,454,A
USGS,11468000,1951,12,12,385,A
USGS,11468000,1951,12,13,329,A
USGS,11468000,1951,12,14,278,A
USGS,11468000,1951,12,15,242,A
USGS,11468000,1951,12,16,216,A
USGS,11468000,1951,12,17,197,A
USGS,11468000,1951,12,18,213,A
USGS,11468000,1951,12,19,305,A
USGS,11468000,1951,12,20,257,A
USGS,11468000,1951,12,21,218,A
USGS,11468000,1951,12,22,201,A
USGS,11468000,1951,12,23,197,A
USGS,11468000,1951,12,24,206,A
USGS,11468000,1951,12,25,204,A
USGS,11468000,1951,12,26,3400,A
USGS,11468000,1951,12,27,17200,A
USGS,11468000,1951,12,28,10300,A
USGS,11468000,1951,12,29,5770,A
USGS,11468000,1951,12,30,5000,A
USGS,11468000,1951,12,31,3380,A
USGS,11468000,1952,01,01,2220,A
USGS,11468000,1952,01,02,1520,A
USGS,11468000,1952,01,03,1200,A
USGS,11468000,1952,01,04,962,A
USGS,11468000,1952,01,05,805,A
USGS,11468000,1952,01,06,2000,A
USGS,11468000,1952,01,07,1630,A
USGS,11468000,1952,01,08,1810,A
USGS,11468000,1952,01,09,1440,A
USGS,11468000,1952,01,10,2750,A
USGS,11468000,1952,01,11,4130,A
USGS,11468000,1952,01,12,4200,A
USGS,11468000,1952,01,13,3060,A
USGS,11468000,1952,01,14,8980,A
USGS,11468000,1952,01,15,8720,A
USGS,11468000,1952,01,16,6020,A
USGS,11468000,1952,01,17,4760,A
USGS,11468000,1952,01,18,3300,A
USGS,11468000,1952,01,19,2390,A
USGS,11468000,1952,01,20,2900,A
USGS,11468000,1952,01,21,2740,A
USGS,11468000,1952,01,22,2300,A
USGS,11468000,1952,01,23,1940,A
USGS,11468000,1952,01,24,2540,A
USGS,11468000,1952,01,25,2540,A
USGS,11468000,1952,01,26,2280,A
USGS,11468000,1952,01,27,1840,A
USGS,11468000,1952,01,28,1520,A
USGS,11468000,1952,01,29,1300,A
USGS,11468000,1952,01,30,1120,A
USGS,11468000,1952,01,31,1160,A
USGS,11468000,1952,02,01,5930,A
USGS,11468000,1952,02,02,7820,A
USGS,11468000,1952,02,03,3910,A
USGS,11468000,1952,02,04,2480,A
USGS,11468000,1952,02,05,1800,A
USGS,11468000,1952,02,06,1430,A
USGS,11468000,1952,02,07,1200,A
USGS,11468000,1952,02,08,1020,A
USGS,11468000,1952,02,09,877,A
USGS,11468000,1952,02,10,769,A
USGS,11468000,1952,02,11,1040,A
USGS,11468000,1952,02,12,1110,A
USGS,11468000,1952,02,13,936,A
USGS,11468000,1952,02,14,864,A
USGS,11468000,1952,02,15,823,A
USGS,11468000,1952,02,16,967,A
USGS,11468000,1952,02,17,1180,A
USGS,11468000,1952,02,18,1150,A
USGS,11468000,1952,02,19,1240,A
USGS,11468000,1952,02,20,1630,A
USGS,11468000,1952,02,21,1550,A
USGS,11468000,1952,02,22,1340,A
USGS,11468000,1952,02,23,1240,A
USGS,11468000,1952,02,24,1060,A
USGS,11468000,1952,02,25,926,A
USGS,11468000,1952,02,26,828,A
USGS,11468000,1952,02,27,744,A
USGS,11468000,1952,02,28,660,A
USGS,11468000,1952,02,29,590,A
USGS,11468000,1952,03,01,544,A
USGS,11468000,1952,03,02,492,A
USGS,11468000,1952,03,03,470,A
USGS,11468000,1952,03,04,481,A
USGS,11468000,1952,03,05,451,A
USGS,11468000,1952,03,06,1000,A
USGS,11468000,1952,03,07,1080,A
USGS,11468000,1952,03,08,904,A
USGS,11468000,1952,03,09,800,A
USGS,11468000,1952,03,10,792,A
USGS,11468000,1952,03,11,752,A
USGS,11468000,1952,03,12,787,A
USGS,11468000,1952,03,13,792,A
USGS,11468000,1952,03,14,1890,A
USGS,11468000,1952,03,15,3970,A
USGS,11468000,1952,03,16,2980,A
USGS,11468000,1952,03,17,2060,A
USGS,11468000,1952,03,18,3080,A
USGS,11468000,1952,03,19,3250,A
USGS,11468000,1952,03,20,2540,A
USGS,11468000,1952,03,21,1840,A
USGS,11468000,1952,03,22,1420,A
USGS,11468000,1952,03,23,1160,A
USGS,11468000,1952,03,24,985,A
USGS,11468000,1952,03,25,877,A
USGS,11468000,1952,03,26,764,A
USGS,11468000,1952,03,27,684,A
USGS,11468000,1952,03,28,604,A
USGS,11468000,1952,03,29,544,A
USGS,11468000,1952,03,30,498,A
USGS,11468000,1952,03,31,451,A
USGS,11468000,1952,04,01,421,A
USGS,11468000,1952,04,02,388,A
USGS,11468000,1952,04,03,358,A
USGS,11468000,1952,04,04,335,A
USGS,11468000,1952,04,05,316,A
USGS,11468000,1952,04,06,294,A
USGS,11468000,1952,04,07,289,A
USGS,11468000,1952,04,08,286,A
USGS,11468000,1952,04,09,262,A
USGS,11468000,1952,04,10,249,A
USGS,11468000,1952,04,11,240,A
USGS,11468000,1952,04,12,228,A
USGS,11468000,1952,04,13,225,A
USGS,11468000,1952,04,14,235,A
USGS,11468000,1952,04,15,209,A
USGS,11468000,1952,04,16,197,A
USGS,11468000,1952,04,17,192,A
USGS,11468000,1952,04,18,182,A
USGS,11468000,1952,04,19,175,A
USGS,11468000,1952,04,20,165,A
USGS,11468000,1952,04,21,163,A
USGS,11468000,1952,04,22,156,A
USGS,11468000,1952,04,23,152,A
USGS,11468000,1952,04,24,148,A
USGS,11468000,1952,04,25,143,A
USGS,11468000,1952,04,26,143,A
USGS,11468000,1952,04,27,139,A
USGS,11468000,1952,04,28,134,A
USGS,11468000,1952,04,29,128,A
USGS,11468000,1952,04,30,152,A
USGS,11468000,1952,05,01,213,A
USGS,11468000,1952,05,02,159,A
USGS,11468000,1952,05,03,139,A
USGS,11468000,1952,05,04,126,A
USGS,11468000,1952,05,05,121,A
USGS,11468000,1952,05,06,117,A
USGS,11468000,1952,05,07,128,A
USGS,11468000,1952,05,08,143,A
USGS,11468000,1952,05,09,128,A
USGS,11468000,1952,05,10,117,A
USGS,11468000,1952,05,11,111,A
USGS,11468000,1952,05,12,105,A
USGS,11468000,1952,05,13,103,A
USGS,11468000,1952,05,14,99.0,A
USGS,11468000,1952,05,15,95.0,A
USGS,11468000,1952,05,16,92.0,A
USGS,11468000,1952,05,17,90.0,A
USGS,11468000,1952,05,18,83.0,A
USGS,11468000,1952,05,19,79.0,A
USGS,11468000,1952,05,20,78.0,A
USGS,11468000,1952,05,21,76.0,A
USGS,11468000,1952,05,22,75.0,A
USGS,11468000,1952,05,23,73.0,A
USGS,11468000,1952,05,24,70.0,A
USGS,11468000,1952,05,25,68.0,A
USGS,11468000,1952,05,26,68.0,A
USGS,11468000,1952,05,27,67.0,A
USGS,11468000,1952,05,28,65.0,A
USGS,11468000,1952,05,29,62.0,A
USGS,11468000,1952,05,30,61.0,A
USGS,11468000,1952,05,31,61.0,A
USGS,11468000,1952,06,01,61.0,A
USGS,11468000,1952,06,02,59.0,A
USGS,11468000,1952,06,03,58.0,A
USGS,11468000,1952,06,04,57.0,A
USGS,11468000,1952,06,05,55.0,A
USGS,11468000,1952,06,06,54.0,A
USGS,11468000,1952,06,07,55.0,A
USGS,11468000,1952,06,08,54.0,A
USGS,11468000,1952,06,09,57.0,A
USGS,11468000,1952,06,10,62.0,A
USGS,11468000,1952,06,11,61.0,A
USGS,11468000,1952,06,12,55.0,A
USGS,11468000,1952,06,13,54.0,A
USGS,11468000,1952,06,14,57.0,A
USGS,11468000,1952,06,15,54.0,A
USGS,11468000,1952,06,16,52.0,A
USGS,11468000,1952,06,17,51.0,A
USGS,11468000,1952,06,18,48.0,A
USGS,11468000,1952,06,19,47.0,A
USGS,11468000,1952,06,20,47.0,A
USGS,11468000,1952,06,21,46.0,A
USGS,11468000,1952,06,22,46.0,A
USGS,11468000,1952,06,23,46.0,A
USGS,11468000,1952,06,24,46.0,A
USGS,11468000,1952,06,25,47.0,A
USGS,11468000,1952,06,26,46.0,A
USGS,11468000,1952,06,27,44.0,A
USGS,11468000,1952,06,28,52.0,A
USGS,11468000,1952,06,29,70.0,A
USGS,11468000,1952,06,30,86.0,A
USGS,11468000,1952,07,01,62.0,A
USGS,11468000,1952,07,02,52.0,A
USGS,11468000,1952,07,03,47.0,A
USGS,11468000,1952,07,04,42.0,A
USGS,11468000,1952,07,05,39.0,A
USGS,11468000,1952,07,06,37.0,A
USGS,11468000,1952,07,07,36.0,A
USGS,11468000,1952,07,08,34.0,A
USGS,11468000,1952,07,09,32.0,A
USGS,11468000,1952,07,10,30.0,A
USGS,11468000,1952,07,11,29.0,A
USGS,11468000,1952,07,12,29.0,A
USGS,11468000,1952,07,13,29.0,A
USGS,11468000,1952,07,14,29.0,A
USGS,11468000,1952,07,15,28.0,A
USGS,11468000,1952,07,16,28.0,A
USGS,11468000,1952,07,17,27.0,A
USGS,11468000,1952,07,18,25.0,A
USGS,11468000,1952,07,19,24.0,A
USGS,11468000,1952,07,20,24.0,A
USGS,11468000,1952,07,21,24.0,A
USGS,11468000,1952,07,22,23.0,A
USGS,11468000,1952,07,23,22.0,A
USGS,11468000,1952,07,24,22.0,A
USGS,11468000,1952,07,25,21.0,A
USGS,11468000,1952,07,26,20.0,A
USGS,11468000,1952,07,27,19.0,A
USGS,11468000,1952,07,28,18.0,A
USGS,11468000,1952,07,29,17.0,A
USGS,11468000,1952,07,30,17.0,A
USGS,11468000,1952,07,31,17.0,A
USGS,11468000,1952,08,01,17.0,A
USGS,11468000,1952,08,02,17.0,A
USGS,11468000,1952,08,03,17.0,A
USGS,11468000,1952,08,04,16.0,A
USGS,11468000,1952,08,05,16.0,A
USGS,11468000,1952,08,06,15.0,A
USGS,11468000,1952,08,07,15.0,A
USGS,11468000,1952,08,08,14.0,A
USGS,11468000,1952,08,09,14.0,A
USGS,11468000,1952,08,10,14.0,A
USGS,11468000,1952,08,11,14.0,A
USGS,11468000,1952,08,12,14.0,A
USGS,11468000,1952,08,13,14.0,A
USGS,11468000,1952,08,14,14.0,A
USGS,11468000,1952,08,15,14.0,A
USGS,11468000,1952,08,16,14.0,A
USGS,11468000,1952,08,17,14.0,A
USGS,11468000,1952,08,18,14.0,A
USGS,11468000,1952,08,19,13.0,A
USGS,11468000,1952,08,20,13.0,A
USGS,11468000,1952,08,21,12.0,A
USGS,11468000,1952,08,22,12.0,A
USGS,11468000,1952,08,23,12.0,A
USGS,11468000,1952,08,24,12.0,A
USGS,11468000,1952,08,25,12.0,A
USGS,11468000,1952,08,26,13.0,A
USGS,11468000,1952,08,27,13.0,A
