FID,CLASS,COMID,REACHCODE,GNIS_ID,GNIS_NAME
51538,9,7929585,18020002003205, , 
51539,9,7923575,18020002002592, , 
51540,9,7928359,18020002003296, , 
51541,9,7927263,18020002000301,00234538,Rattlesnake Creek
51542,9,7932193,18020002000163, , 
51543,9,7930833,18020002001016,00269154,Willow Creek
51544,9,7953906,18020003005727, , 
51545,9,7928587,18020002001532, , 
51546,9,7928939,18020002000331,00256949,Big Juniper Creek
51547,9,7929823,18020002001838, , 
51548,9,7933497,18020002001027,00269154,Willow Creek
51549,9,7928217,18020002000311, , 
51550,9,7930619,18020002001100, , 
51551,9,7932239,18020002001180, , 
51552,9,7924005,18020002000262,00230353,Parker Creek
51553,9,7929377,18020002001368,00222764,Dutch Flat Creek
51554,9,7925451,18020002000934, , 
51555,9,7927365,18020002000132,01654947,Pit River
51556,9,7923585,18020002002585,00227478,Logan Slough
51557,9,7930893,18020002003261, , 
51558,9,7927571,18020002002360, , 
51559,9,7928433,18020002003610, , 
51560,9,7929935,18020002002047, , 
51561,9,7929643,18020002001881, , 
51562,9,7930197,18020002001804, , 
51563,9,7952742,18020003000629, , 
51564,9,7927849,18020002002706,01654947,Pit River
51565,9,7930535,18020002001986, , 
51566,9,7929413,18020002000202, , 
51567,9,7918665,18020001004472,00265456,Roberts Creek
51568,9,7925963,18020002002957, , 
51569,9,7918675,18020001004467,00265456,Roberts Creek
51570,9,7928561,18020002001677, , 
51571,9,7929419,18020002000588, , 
51572,9,7952384,18020003000211,00261142,Hat Creek
51573,9,7930035,18020002000980, , 
51574,9,7927903,18020002002318, , 
51575,9,7930607,18020002001942,00220770,Cedar Creek
51576,9,7923629,18020002000405, , 
51577,9,7951950,18020003000651, , 
51578,9,7927593,18020002000141, , 
51579,9,7930225,18020002000401,00264538,Parsnip Creek
51580,9,7925397,18020002000025,01654947,Pit River
51581,9,7928401,18020002001663,00220558,Canyon Creek
51582,9,7930101,18020002001129, , 
51583,9,7929613,18020002000164, , 
51584,9,7929637,18020002000166,00237531,West Valley Creek
51585,9,7930477,18020002001007,00269154,Willow Creek
51586,9,7929399,18020002001644, , 
51587,9,7925989,18020002000002,01654947,Pit River
51588,9,7932127,18020002002095,00263612,Mill Creek
51589,9,7930213,18020002001263,00221648,Cottonwood Creek
51590,9,7930153,18020002003605, , 
51591,9,7949064,18020003000073,01654947,Pit River
51592,9,7932395,18020002011341, , 
51593,9,7932243,18020002001185, , 
51594,9,7927229,18020002002549, , 
51595,9,7952060,18020003000930, , 
51596,9,7948262,18020003000061,01654947,Pit River
51597,9,919940001,18020002011796, , 
51598,9,7928511,18020002001582, , 
51599,9,919940002,18020002011797, , 
51600,9,7926503,18020002000969, , 
51601,9,7930675,18020002001239, , 
51602,9,7929565,18020002000156,00237237,Warm Creek
51603,9,7918641,18020001004246, , 
51604,9,7951908,18020003000652, , 
51605,9,7923631,18020002002581,00227478,Logan Slough
51606,9,7928431,18020002002974, , 
51607,9,7925911,18020002002947, , 
51608,9,7932301,18020002011581, , 
51609,9,7923677,18020002000462, , 
51610,9,7932095,18020002003299,00223561,Fitzhugh Creek
51611,9,7927557,18020002000318,00258480,Clover Swale Creek
51612,9,7926007,18020002002968, , 
51613,9,7928551,18020002002240, , 
51614,9,7928577,18020002001502, , 
51615,9,7927429,18020002002466, , 
51616,9,7952422,18020003000713,00253709,East Fork Hat Creek
51617,9,7930029,18020002000981, , 
51618,9,7925943,18020002000006,01654947,Pit River
51619,9,7925015,18020002003366,00268796,Washington Creek
51620,9,7951756,18020003000067,00256764,Beaver Creek
51621,9,7930155,18020002001798, , 
51622,9,7927773,18020002002749, , 
51623,9,7928903,18020002003610, , 
51624,9,7926501,18020002000941, , 
51625,9,7927893,18020002002320, , 
51626,9,7929135,18020002003300, , 
51627,9,7929305,18020002003338, , 
51628,9,7927329,18020002002627,00225670,Hot Creek
51629,9,7929565,18020002000156,00237237,Warm Creek
51630,9,7927379,18020002001771, , 
51631,9,7929279,18020002001370,00222764,Dutch Flat Creek
51632,9,7927913,18020002002312,00264748,Pine Creek
51633,9,7930171,18020002003320, , 
51634,9,7925635,18020002000021,01654947,Pit River
51635,9,7932367,18020002011528, , 
51636,9,7928261,18020002001569, , 
51637,9,7951950,18020003000651, , 
51638,9,7930779,18020002001083, , 
51639,9,7930127,18020002002035, , 
51640,9,7929391,18020002001616,00225354,Hilton Creek
51641,9,7930865,18020002001217, , 
51642,9,7925971,18020002000004,01654947,Pit River
51643,9,7925447,18020002000024,01654947,Pit River
51644,9,7928251,18020002000109,01654947,Pit River
51645,9,7929617,18020002003234,00237237,Warm Creek
51646,9,2764870,18020118002484, , 
51647,9,7923641,18020002000404,00265691,Russell Slough
51648,9,7927919,18020002002702, , 
51649,9,7928593,18020002000221,00260171,Fitzhugh Creek
51650,9,7927997,18020002002263,00266861,Jim Creek
51651,9,7925767,18020002000881, , 
51652,9,7929011,18020002002129,00256949,Big Juniper Creek
51653,9,7932329,18020002011536, , 
51654,9,7929639,18020002001864, , 
51655,9,7929179,18020002002145,00265557,Romero Creek
51656,9,7928429,18020002002276, , 
51657,9,7925593,18020002000753, , 
51658,9,7928741,18020002001691, , 
51659,9,7924565,18020002011432,00234538,Rattlesnake Creek
51660,9,7932339,18020002011576, , 
51661,9,7929495,18020002003606,00259558,Dry Creek
51662,9,7924555,18020002011610, , 
51663,9,7956684,18020003005707,00261142,Hat Creek
51664,9,7927229,18020002002549, , 
51665,9,7923705,18020002000292,00264197,North Fork Pit River
51666,9,7930751,18020002001192, , 
51667,9,7923999,18020002002475,00230353,Parker Creek
51668,9,7927827,18020002002710, , 
51669,9,7932145,18020002000585, , 
51670,9,7929445,18020002002114,00263612,Mill Creek
51671,9,7929465,18020002002113,00263612,Mill Creek
51672,9,7927997,18020002002263,00266861,Jim Creek
51673,9,7932535,18020002011368, , 
51674,9,7927219,18020002002469,00230353,Parker Creek
51675,9,7927457,18020002000122,01654947,Pit River
51676,9,7925681,18020002000020,01654947,Pit River
51677,9,7953296,18020003000098, , 
51678,9,7930933,18020002001058, , 
51679,9,7925409,18020002001417, , 
51680,9,7923699,18020002000293,00264197,North Fork Pit River
51681,9,7930055,18020002000383,00259702,East Creek
51682,9,7925761,18020002003202,00253188,Gobel Slough
51683,9,7951930,18020003000651, , 
51684,9,7951794,18020003000692, , 
51685,9,7927981,18020002000082,01654947,Pit River
51686,9,7927791,18020002003308, , 
51687,9,7930539,18020002001944,00220770,Cedar Creek
51688,9,7928415,18020002003609, , 
51689,9,7933507,18020002001058, , 
51690,9,7924531,18020002003040, , 
51691,9,7924611,18020002000390,00224209,Gleason Creek
51692,9,7927835,18020002002752, , 
51693,9,7932189,18020002000380,00259702,East Creek
51694,9,7925573,18020002000948, , 
51695,9,7930323,18020002001004,00269154,Willow Creek
51696,9,7930861,18020002003121, , 
51697,9,7925027,18020002002864, , 
51698,9,7928037,18020002000098,01654947,Pit River
51699,9,7929187,18020002001313,00232025,Rush Creek
51700,9,7927763,18020002000503, , 
51701,9,7951786,18020003000693, , 
51702,9,7930229,18020002001803, , 
51703,9,7924547,18020002011611, , 
51704,9,7928567,18020002001668,00220558,Canyon Creek
51705,9,7927759,18020002002717, , 
51706,9,7929513,18020002000162, , 
51707,9,7930381,18020002001171, , 
51708,9,7933493,18020002001026,00269154,Willow Creek
51709,9,7924019,18020002000261, , 
51710,9,7927683,18020002002322, , 
51711,9,7923971,18020002002537, , 
51712,9,7925461,18020002000943, , 
51713,9,7929235,18020002002103,00234912,Soup Creek
51714,9,7927743,18020002000501, , 
51715,9,7952740,18020003000071,00256764,Beaver Creek
51716,9,7952352,18020003000432, , 
51717,9,7925187,18020002000789, , 
51718,9,7930779,18020002001083, , 
51719,9,7927241,18020002000267, , 
51720,9,7925155,18020002000046,01654947,Pit River
51721,9,7925663,18020002000742, , 
51722,9,7927521,18020002002645, , 
51723,9,7928303,18020002000338, , 
51724,9,7929363,18020002001625,00225354,Hilton Creek
51725,9,7927267,18020002002611, , 
51726,9,7930837,18020002001017,00269154,Willow Creek
51727,9,7930163,18020002001820, , 
51728,9,7925547,18020002003253, , 
51729,9,7918141,18020001000370,00226903,Lassen Creek
51730,9,7930633,18020002001209, , 
51731,9,7918651,18020001004241, , 
51732,9,7925285,18020002001371,00222764,Dutch Flat Creek
51733,9,7952180,18020003000087,00259085,Davis Creek
51734,9,7929105,18020002001316,00232025,Rush Creek
51735,9,7929435,18020002000376,00259702,East Creek
51736,9,7925853,18020002002936,00253188,Gobel Slough
51737,9,7951752,18020003000073,01654947,Pit River
51738,9,7930289,18020002001166, , 
51739,9,7929669,18020002001860,00259558,Dry Creek
51740,9,7928277,18020002000108,01654947,Pit River
51741,9,7923759,18020002000289,00264197,North Fork Pit River
51742,9,7932369,18020002001004,00269154,Willow Creek
51743,9,7929983,18020002001396, , 
51744,9,7930357,18020002001089, , 
51745,9,7927249,18020002000323,00258480,Clover Swale Creek
51746,9,7923933,18020002000306,00234538,Rattlesnake Creek
51747,9,7923659,18020002002580,00227478,Logan Slough
51748,9,7925113,18020002002882, , 
51749,9,7925855,18020002000923, , 
51750,9,7951792,18020003001097,01654947,Pit River
51751,9,7930665,18020002001237, , 
51752,9,7928311,18020002001756, , 
51753,9,7925745,18020002000830, , 
51754,9,7928039,18020002002265,00266861,Jim Creek
51755,9,7923819,18020002000286,00264197,North Fork Pit River
51756,9,7932151,18020002001641, , 
51757,9,7952050,18020003000722, , 
51758,9,7925829,18020002000848, , 
51759,9,7925707,18020002003203,00253168,Hot Springs Slough
51760,9,7932113,18020002003218,00230885,Poison Creek
51761,9,7927619,18020002001742, , 
51762,9,7929829,18020002001364,00222764,Dutch Flat Creek
51763,9,7930529,18020002003264,00257764,Butte Creek
51764,9,7927509,18020002000138, , 
51765,9,7927521,18020002002645, , 
51766,9,7930545,18020002001975, , 
51767,9,7925483,18020002001413, , 
51768,9,7929831,18020002001267,00221648,Cottonwood Creek
51769,9,7928191,18020002003365, , 
51770,9,7927677,18020002001739, , 
51771,9,7929887,18020002001838, , 
51772,9,7926519,18020002003209,01654947,Pit River
51773,9,7952060,18020003000930, , 
51774,9,7927685,18020002003186, , 
51775,9,7928885,18020002000356,00220558,Canyon Creek
51776,9,7930033,18020002000983, , 
51777,9,7927867,18020002000508,01654947,Pit River
51778,9,7928279,18020002000107,01654947,Pit River
51779,9,7925953,18020002002926, , 
51780,9,7925139,18020002000036,01654947,Pit River
51781,9,7925927,18020002002959, , 
51782,9,7929801,18020002001292, , 
51783,9,7928461,18020002000064,01654947,Pit River
51784,9,7929969,18020002001398, , 
51785,9,7929413,18020002000202, , 
51786,9,7930179,18020002000174,00220770,Cedar Creek
51787,9,7928261,18020002001569, , 
51788,9,7951840,18020003000103,01654947,Pit River
51789,9,7930691,18020002001931, , 
51790,9,7929875,18020002001391, , 
51791,9,7923927,18020002002539, , 
51792,9,7927367,18020002000133,01654947,Pit River
51793,9,7952320,18020003000208,00261142,Hat Creek
51794,9,7928515,18020002000214, , 
51795,9,7925033,18020002002836,00268796,Washington Creek
51796,9,7932219,18020002000371,00259558,Dry Creek
51797,9,7918069,18020001000389, , 
51798,9,7930215,18020002000399,00264538,Parsnip Creek
51799,9,7927807,18020002002716, , 
51800,9,7927907,18020002001732, , 
51801,9,7925639,18020002000743, , 
51802,9,7952754,18020003000206,00261142,Hat Creek
51803,9,7928259,18020002000112,01654947,Pit River
51804,9,7929119,18020002001347, , 
51805,9,7925833,18020002000845,00226389,Juniper Creek
51806,9,7930143,18020002001797, , 
51807,9,7923943,18020002000304,00234538,Rattlesnake Creek
51808,9,7928213,18020002002672, , 
51809,9,7930555,18020002000180,00220770,Cedar Creek
51810,9,7927551,18020002002670,00258480,Clover Swale Creek
51811,9,7927713,18020002002400,00266115,Shields Creek
51812,9,7928333,18020002001711, , 
51813,9,7930049,18020002000993, , 
51814,9,7929493,18020002003606,00259558,Dry Creek
51815,9,7939629,18020002011541, , 
51816,9,7928971,18020002001558, , 
51817,9,7927253,18020002000253,00264197,North Fork Pit River
51818,9,7918115,18020001000377, , 
51819,9,7929083,18020002001598,00223561,Fitzhugh Creek
51820,9,7925793,18020002003119, , 
51821,9,7929293,18020002000571, , 
51822,9,7927489,18020002002722, , 
51823,9,7926547,18020002002908, , 
51824,9,7925179,18020002002897, , 
51825,9,7929027,18020002001333,00261974,Johnson Creek
51826,9,7927797,18020002003345, , 
51827,9,7929399,18020002001644, , 
51828,9,7951796,18020003000076,01654947,Pit River
51829,9,7927925,18020002001731, , 
51830,9,7930879,18020002001071, , 
51831,9,7924109,18020002002611, , 
51832,9,7925943,18020002000006,01654947,Pit River
51833,9,7952678,18020003001097,01654947,Pit River
51834,9,7952184,18020003000088,00259085,Davis Creek
51835,9,7927995,18020002002293, , 
51836,9,7929451,18020002003173, , 
51837,9,7953904,18020003005728, , 
51838,9,7923585,18020002002585,00227478,Logan Slough
51839,9,7952052,18020003000203,00261142,Hat Creek
51840,9,7925593,18020002000753, , 
51841,9,7925483,18020002001413, , 
51842,9,7923681,18020002003180,00264197,North Fork Pit River
51843,9,7932179,18020002002154, , 
51844,9,7925745,18020002000830, , 
51845,9,7925725,18020002000912, , 
51846,9,7930137,18020002001909, , 
51847,9,7929507,18020002003606,00259558,Dry Creek
51848,9,7930347,18020002001097,00257764,Butte Creek
51849,9,7928861,18020002000355,00220558,Canyon Creek
51850,9,7930717,18020002001254, , 
51851,9,7929899,18020002000384,00259702,East Creek
51852,9,7928081,18020002002261, , 
51853,9,7928127,18020002002798, , 
51854,9,7927489,18020002002722, , 
51855,9,7926509,18020002000949, , 
51856,9,7925641,18020002000908, , 
51857,9,7928515,18020002000214, , 
51858,9,7927329,18020002002627,00225670,Hot Creek
51859,9,7927315,18020002002625, , 
51860,9,7927621,18020002001747, , 
51861,9,7932219,18020002000371,00259558,Dry Creek
51862,9,7924107,18020002000301,00234538,Rattlesnake Creek
51863,9,7930127,18020002002035, , 
51864,9,7928091,18020002000346, , 
51865,9,7929505,18020002003614, , 
51866,9,7927585,18020002000140, , 
51867,9,7930109,18020002001127, , 
51868,9,7928305,18020002001754, , 
51869,9,7952112,18020003000932, , 
51870,9,7928403,18020002000095,00236458,Toms Creek
51871,9,7930819,18020002001045, , 
51872,9,7930721,18020002001204, , 
51873,9,7928547,18020002002247, , 
51874,9,7928033,18020002002264,00266861,Jim Creek
51875,9,7929159,18020002001651, , 
51876,9,7925885,18020002000008,01654947,Pit River
51877,9,7928253,18020002002686, , 
51878,9,7929019,18020002001338, , 
51879,9,7951726,18020003000633, , 
51880,9,7930101,18020002001129, , 
51881,9,7929551,18020002001832, , 
51882,9,7925847,18020002002955, , 
51883,9,7930663,18020002001190, , 
51884,9,7928817,18020002001698, , 
51885,9,7924537,18020002000255,00264197,North Fork Pit River
51886,9,7928101,18020002000314,00258480,Clover Swale Creek
51887,9,7927277,18020002000252,00264197,North Fork Pit River
51888,9,7930895,18020002003261, , 
51889,9,7923787,18020002002571, , 
51890,9,7927753,18020002002357, , 
51891,9,7928041,18020002000147, , 
51892,9,7929813,18020002003315, , 
51893,9,7925015,18020002003366,00268796,Washington Creek
51894,9,7932033,18020002002638, , 
51895,9,7925141,18020002000039,01654947,Pit River
51896,9,7951794,18020003000692, , 
51897,9,7929099,18020002002134, , 
51898,9,7930657,18020002001252, , 
51899,9,7951926,18020003000728,00261142,Hat Creek
51900,9,7925471,18020002001415, , 
51901,9,7932015,18020002002372, , 
51902,9,7925189,18020002003243, , 
51903,9,7927637,18020002002362, , 
51904,9,7929847,18020002003318, , 
51905,9,7925375,18020002002903, , 
51906,9,7918651,18020001004241, , 
51907,9,7924563,18020002011433, , 
51908,9,7929577,18020002003605, , 
51909,9,7932331,18020002011538, , 
51910,9,7930653,18020002000189,00220770,Cedar Creek
51911,9,7932521,18020002002972, , 
51912,9,7929555,18020002000196, , 
51913,9,7923749,18020002003183,00264197,North Fork Pit River
51914,9,7930111,18020002001908, , 
51915,9,7928533,18020002001676, , 
51916,9,7932433,18020002011374, , 
51917,9,7930247,18020002000372,00259558,Dry Creek
51918,9,7926573,18020002003209,01654947,Pit River
51919,9,7927315,18020002002625, , 
51920,9,7928051,18020002000224, , 
51921,9,7925495,18020002000942, , 
51922,9,7925887,18020002000853,00226389,Juniper Creek
51923,9,7929513,18020002000162, , 
51924,9,7925155,18020002000046,01654947,Pit River
51925,9,7925851,18020002002939, , 
51926,9,7927621,18020002001747, , 
51927,9,7927577,18020002003357, , 
51928,9,7929357,18020002001634, , 
51929,9,7929991,18020002000979, , 
51930,9,7928513,18020002002250, , 
51931,9,7924119,18020002002620,00231720,Rock Creek
51932,9,7928341,18020002001580, , 
51933,9,7929249,18020002001635, , 
51934,9,2764496,18020118000249, , 
51935,9,7925083,18020002000713, , 
51936,9,7924031,18020002002615, , 
51937,9,7928525,18020002000058,01654947,Pit River
51938,9,7929213,18020002002092,00263612,Mill Creek
51939,9,7925527,18020002000988, , 
51940,9,7930569,18020002003323, , 
51941,9,7930379,18020002001172, , 
51942,9,7929745,18020002003605, , 
51943,9,7932439,18020002011371, , 
51944,9,7928005,18020002001730, , 
51945,9,7925003,18020002002822,00236653,Turner Creek
51946,9,7927741,18020002003156, , 
51947,9,7951764,18020003000696, , 
51948,9,7927963,18020002001728, , 
51949,9,7928065,18020002002789, , 
51950,9,7927679,18020002002395,00264857,Plum Creek
51951,9,7928429,18020002002276, , 
51952,9,7928011,18020002000228,00266861,Jim Creek
51953,9,7929111,18020002001317,00232025,Rush Creek
51954,9,7952746,18020003000721, , 
51955,9,7930143,18020002001797, , 
51956,9,7929327,18020002001636, , 
51957,9,7932175,18020002001365,00222764,Dutch Flat Creek
51958,9,7951726,18020003000633, , 
51959,9,7928857,18020002002198,00235001,South Fork Fitzhugh Creek
51960,9,7930813,18020002002997, , 
51961,9,7928039,18020002002265,00266861,Jim Creek
51962,9,7951924,18020003000624, , 
51963,9,7929437,18020002003150, , 
51964,9,7925297,18020002002909, , 
51965,9,7929047,18020002003026, , 
51966,9,7923945,18020002002609,00234538,Rattlesnake Creek
51967,9,7928805,18020002003165,00260171,Fitzhugh Creek
51968,9,7929695,18020002001298, , 
51969,9,7928969,18020002000333,00256949,Big Juniper Creek
51970,9,7930227,18020002001800, , 
51971,9,7929085,18020002000553, , 
51972,9,7932257,18020002001188, , 
51973,9,7951850,18020003000068,00256764,Beaver Creek
51974,9,7932459,18020002011359, , 
51975,9,7918199,18020001001136, , 
51976,9,7925635,18020002000021,01654947,Pit River
51977,9,7928011,18020002000228,00266861,Jim Creek
51978,9,7929115,18020002003276,00261974,Johnson Creek
51979,9,7932321,18020002002381, , 
51980,9,7930217,18020002000175,00220770,Cedar Creek
51981,9,7932455,18020002011361, , 
51982,9,7929601,18020002003234,00237237,Warm Creek
51983,9,7932225,18020002001848, , 
51984,9,7924143,18020002003358, , 
51985,9,7929065,18020002003278, , 
51986,9,7925721,18020002000891, , 
51987,9,7929293,18020002000571, , 
51988,9,7952320,18020003000208,00261142,Hat Creek
51989,9,7928375,18020002000068,01654947,Pit River
51990,9,7930699,18020002001205, , 
51991,9,7925571,18020002000939, , 
51992,9,7923841,18020002000284,00264197,North Fork Pit River
51993,9,7930317,18020002001096,00257764,Butte Creek
51994,9,7927677,18020002001739, , 
51995,9,7929693,18020002003235,00237237,Warm Creek
51996,9,7927841,18020002000088,01654947,Pit River
51997,9,7930503,18020002001213, , 
51998,9,7925761,18020002003202,00253188,Gobel Slough
51999,9,7923977,18020002000302,00234538,Rattlesnake Creek
52000,9,7952016,18020003000202,00261142,Hat Creek
52001,9,7927751,18020002002313, , 
52002,9,7925399,18020002001444, , 
52003,9,7925039,18020002002861,00261600,Hulbert Creek
52004,9,7925035,18020002003364,00236653,Turner Creek
52005,9,7927811,18020002003346, , 
52006,9,7939631,18020002011575, , 
52007,9,7930647,18020002002012, , 
52008,9,7952050,18020003000722, , 
52009,9,7923909,18020002000308,00234538,Rattlesnake Creek
52010,9,7927673,18020002003307, , 
52011,9,7928499,18020002001674, , 
52012,9,7928137,18020002001724,00220558,Canyon Creek
52013,9,7924023,18020002002471,00230353,Parker Creek
52014,9,7927647,18020002002342,00264748,Pine Creek
52015,9,7930645,18020002001207, , 
52016,9,7927709,18020002002315, , 
52017,9,7928229,18020002000071,01654947,Pit River
52018,9,7925847,18020002002955, , 
52019,9,7929151,18020002001655, , 
52020,9,7930569,18020002003323, , 
52021,9,7929361,18020002001633, , 
52022,9,7930107,18020002000171,00220770,Cedar Creek
52023,9,7928523,18020002000059,01654947,Pit River
52024,9,7956684,18020003005707,00261142,Hat Creek
52025,9,7928031,18020002000445, , 
52026,9,7928195,18020002003344,00266861,Jim Creek
52027,9,7929341,18020002002102,00263612,Mill Creek
52028,9,7952774,18020003000230,00254943,Lost Creek
52029,9,7925651,18020002000906, , 
52030,9,7930307,18020002001845, , 
52031,9,7927683,18020002002322, , 
52032,9,7927999,18020002000081,01654947,Pit River
52033,9,7928007,18020002002349,00266861,Jim Creek
52034,9,7927957,18020002002692, , 
52035,9,7928539,18020002002239, , 
52036,9,7925121,18020002002886, , 
52037,9,7925857,18020002000010,01654947,Pit River
52038,9,7930667,18020002001991, , 
52039,9,7927347,18020002002383, , 
52040,9,7925539,18020002000935, , 
52041,9,7928213,18020002002672, , 
52042,9,7952832,18020003005703,00266823,Horse Creek
52043,9,7930469,18020002003116, , 
52044,9,7925001,18020002002853, , 
52045,9,7925687,18020002003251,00253168,Hot Springs Slough
52046,9,7926531,18020002011476, , 
52047,9,7928405,18020002000094, , 
52048,9,7928971,18020002001558, , 
52049,9,7924553,18020002011436, , 
52050,9,7927347,18020002002383, , 
52051,9,7932415,18020002011508, , 
52052,9,7929859,18020002001876, , 
52053,9,7928193,18020002000101,01654947,Pit River
52054,9,7928281,18020002002972, , 
52055,9,7925875,18020002002949, , 
52056,9,7929871,18020002003319, , 
52057,9,7925639,18020002000743, , 
52058,9,7925977,18020002002944, , 
52059,9,7929529,18020002000379,00259702,East Creek
52060,9,7925909,18020002002941, , 
52061,9,7928945,18020002002201,00235001,South Fork Fitzhugh Creek
52062,9,7929425,18020002003171, , 
52063,9,7927425,18020002000270, , 
52064,9,7925267,18020002000784, , 
52065,9,7926001,18020002003247, , 
52066,9,7929705,18020002001141, , 
52067,9,7925365,18020002001436,00268493,Turner Creek
52068,9,7929889,18020002001136, , 
52069,9,7928157,18020002001709, , 
52070,9,7928819,18020002001695, , 
52071,9,7925843,18020002000011,01654947,Pit River
52072,9,7929287,18020002000569, , 
52073,9,7929033,18020002002133, , 
52074,9,7923787,18020002002571, , 
52075,9,7927589,18020002000118,01654947,Pit River
52076,9,7925637,18020002000752, , 
52077,9,7928061,18020002001753, , 
52078,9,7926069,18020002003137,01654947,Pit River
52079,9,7928409,18020002001671, , 
52080,9,7925247,18020002001372,00222764,Dutch Flat Creek
52081,9,7928323,18020002001755, , 
52082,9,7927971,18020002002348, , 
52083,9,7952414,18020003000439, , 
52084,9,7952774,18020003000230,00254943,Lost Creek
52085,9,7928067,18020002001716, , 
52086,9,7928437,18020002001511, , 
52087,9,7928271,18020002001573, , 
52088,9,7930019,18020002000999, , 
52089,9,7925691,18020002000669, , 
52090,9,7928289,18020002000337, , 
52091,9,7929415,18020002002096,00259702,East Creek
52092,9,7928825,18020002002184, , 
52093,9,7952326,18020003000209,00261142,Hat Creek
52094,9,7927611,18020002001746, , 
52095,9,7929153,18020002001612, , 
52096,9,7930311,18020002000177,00220770,Cedar Creek
52097,9,7930617,18020002002991, , 
52098,9,7932225,18020002001848, , 
52099,9,7925909,18020002002941, , 
52100,9,7929811,18020002003266, , 
52101,9,7925933,18020002000007,01654947,Pit River
52102,9,7928193,18020002000101,01654947,Pit River
52103,9,7928403,18020002000095,00236458,Toms Creek
52104,9,7929195,18020002000361,00220558,Canyon Creek
52105,9,7928329,18020002003365, , 
52106,9,7929311,18020002003336,00265557,Romero Creek
52107,9,7927293,18020002002391, , 
52108,9,7952106,18020003000069,00256764,Beaver Creek
52109,9,7925697,18020002000019,01654947,Pit River
52110,9,7925063,18020002000053,01654947,Pit River
52111,9,7929785,18020002001153, , 
52112,9,7952884,18020003005841, , 
52113,9,7930631,18020002003215, , 
52114,9,7929373,18020002002118, , 
52115,9,7928201,18020002002796, , 
52116,9,7930583,18020002001950, , 
52117,9,7929341,18020002002102,00263612,Mill Creek
52118,9,7925647,18020002000906, , 
52119,9,7932205,18020002001860,00259558,Dry Creek
52120,9,7927401,18020002002634, , 
52121,9,2772556,18020121000605,00255119,Robbers Creek
52122,9,7929845,18020002001881, , 
52123,9,7925835,18020002000842, , 
52124,9,7932457,18020002011360, , 
52125,9,7927653,18020002000316,00258480,Clover Swale Creek
52126,9,7932269,18020002001936, , 
52127,9,7928813,18020002001696, , 
52128,9,7928917,18020002002203,00235001,South Fork Fitzhugh Creek
52129,9,919940001,18020002011796, , 
52130,9,7929555,18020002000196, , 
52131,9,7952742,18020003000629, , 
52132,9,7928379,18020002001660, , 
52133,9,7928745,18020002001680, , 
52134,9,7923807,18020002000287,00264197,North Fork Pit River
52135,9,7928555,18020002000428,00236458,Toms Creek
52136,9,7928401,18020002001663,00220558,Canyon Creek
52137,9,7928819,18020002001695, , 
52138,9,7929177,18020002002136, , 
52139,9,7932171,18020002001358, , 
52140,9,7932283,18020002002345,00264748,Pine Creek
52141,9,7930305,18020002001843,00259558,Dry Creek
52142,9,7925365,18020002001436,00268493,Turner Creek
52143,9,7928315,18020002000340, , 
52144,9,7925795,18020002000843, , 
52145,9,7926559,18020002002906, , 
52146,9,7925959,18020002000862,00267465,South Fork Juniper Creek
52147,9,7930355,18020002001005,00269154,Willow Creek
52148,9,7932129,18020002002117, , 
52149,9,7929161,18020002000561, , 
52150,9,7929905,18020002001786, , 
52151,9,7926495,18020002000936, , 
52152,9,7928747,18020002000431,00236458,Toms Creek
52153,9,7925317,18020002001447, , 
52154,9,7927655,18020002002381, , 
52155,9,7928535,18020002003292, , 
52156,9,7929235,18020002002103,00234912,Soup Creek
52157,9,7930897,18020002001024,00269154,Willow Creek
52158,9,7932071,18020002003231, , 
52159,9,7929347,18020002002098,00263612,Mill Creek
52160,9,7925167,18020002000034,01654947,Pit River
52161,9,7926503,18020002000969, , 
52162,9,7927937,18020002000144, , 
52163,9,7929011,18020002002129,00256949,Big Juniper Creek
52164,9,7925197,18020002000789, , 
52165,9,7918101,18020001001117,00262819,Long Branch
52166,9,919940002,18020002011797, , 
52167,9,7925461,18020002000943, , 
52168,9,7929975,18020002001858,00259558,Dry Creek
52169,9,7927445,18020002002386, , 
52170,9,7925421,18020002001395, , 
52171,9,7929693,18020002003235,00237237,Warm Creek
52172,9,7929783,18020002001288, , 
52173,9,7926519,18020002003209,01654947,Pit River
52174,9,7929215,18020002002090,00263612,Mill Creek
52175,9,7927835,18020002002752, , 
52176,9,7925981,18020002000832, , 
52177,9,7932503,18020002011562,00262647,Little Juniper Creek
52178,9,7928821,18020002001499, , 
52179,9,7924049,18020002000393, , 
52180,9,7952348,18020003001098,00254943,Lost Creek
52181,9,7924121,18020002002663, , 
52182,9,7923843,18020002002532, , 
52183,9,7928577,18020002001502, , 
52184,9,7923989,18020002000256,00230353,Parker Creek
52185,9,7932231,18020002001178, , 
52186,9,7928257,18020002000113,01654947,Pit River
52187,9,7928881,18020002003232, , 
52188,9,7925131,18020002000409, , 
52189,9,7932233,18020002001098,00257764,Butte Creek
52190,9,7930879,18020002001071, , 
52191,9,7949050,18020003001097,01654947,Pit River
52192,9,7923745,18020002003224,00264197,North Fork Pit River
52193,9,7932313,18020002011522, , 
52194,9,7924059,18020002000323,00258480,Clover Swale Creek
52195,9,7952324,18020003000720, , 
52196,9,7929319,18020002002100,00234912,Soup Creek
