FID,CLASS,COMID,REACHCODE,GNIS_ID,GNIS_NAME
0,7,8200535,18060005003297, , 
1,7,8200545,18060005003297, , 
2,7,8200931,18060005003644, , 
3,7,8201087,18060005003639, , 
4,7,8201891,18060005003297, , 
5,7,8202565,18060005003745, , 
6,7,8202567,18060005003746, , 
7,7,8202989,18060005000125, , 
8,7,8203029,18060005000124, , 
9,7,8203051,18060005000123, , 
10,7,8203065,18060005000121, , 
11,7,8205223,18060005000986, , 
12,7,8205531,18060005021905, , 
13,7,8205535,18060005021900, , 
14,7,17154226,18030012006406,00245908,Mill Creek
15,7,17168920,18030012007402, , 
16,7,17169240,18030012008376,01655023,Temblor Creek
17,7,17169678,18030012007420, , 
18,7,17169682,18030012007418, , 
19,7,17170524,18030012007188, , 
20,7,17172564,18030012007286, , 
21,7,17172622,18030012007414, , 
22,7,17599211,18060012000186, , 
23,7,17604083,18060011000156, , 
24,7,17604093,18060011000283, , 
25,7,17604099,18060011000160, , 
26,7,17604109,18060011000159, , 
27,7,17604117,18060011000159, , 
28,7,17604127,18060011000119, , 
29,7,17604153,18060011000287, , 
30,7,17604157,18060011000286, , 
31,7,17604237,18060011000298, , 
32,7,17604249,18060011000297, , 
33,7,17604257,18060011000296, , 
34,7,17604265,18060011000092, , 
35,7,17604283,18060011000094, , 
36,7,17604285,18060011000095, , 
37,7,17604311,18060011000293, , 
38,7,17604317,18060011000291, , 
39,7,17604323,18060011000097, , 
40,7,17604335,18060011000099, , 
41,7,17604339,18060011000388, , 
42,7,17605395,18060011000155, , 
43,7,17605415,18060011000156, , 
44,7,17605421,18060011000436, , 
45,7,17605431,18060011000159, , 
46,7,17605435,18060011000119, , 
47,7,17605503,18060011000160, , 
48,7,17605515,18060011000384, , 
49,7,17606199,18060011000119, , 
50,7,17624361,18060008000321, , 
51,7,17635878,18060007001094,00250415,"Wash, The"
52,7,17636180,18060007001004,00273543,Santa Barbara Canyon
53,7,17636200,18060007000104,00273543,Santa Barbara Canyon
54,7,17636250,18060007001075,00273543,Santa Barbara Canyon
55,7,17663125,18060002001797, , 
56,7,17663287,18060002001715,00235609,Struve Slough
57,7,17663341,18060002001805,00224934,Harkins Slough
58,7,17663479,18060002001811, , 
59,7,17663483,18060002001813, , 
60,7,17663497,18060002001814,00237354,Watsonville Slough
61,7,17665741,18060002001813, , 
62,7,17665751,18060002001814,00237354,Watsonville Slough
63,7,1691210,18090207000578, , 
64,7,1691216,18090207000573, , 
65,7,1691380,18090207000613, , 
66,7,1691384,18090207000561, , 
67,7,1691390,18090207000612, , 
68,7,1691398,18090207000659, , 
69,7,1691400,18090207000560, , 
70,7,1691414,18090207000251, , 
71,7,1691426,18090207000250, , 
72,7,1691428,18090207000657, , 
73,7,1691436,18090207000662, , 
74,7,1691448,18090207000628, , 
75,7,1691456,18090207000656, , 
76,7,1691468,18090207000596, , 
77,7,1691482,18090207000817, , 
78,7,1691486,18090207000825, , 
79,7,1691496,18090207000276, , 
80,7,1691498,18090207000556, , 
81,7,1691500,18090207000554, , 
82,7,1691502,18090207000248, , 
83,7,1691504,18090207000625, , 
84,7,1691512,18090207000618, , 
85,7,1691514,18090207000274, , 
86,7,1691526,18090207000270, , 
87,7,1691530,18090207000773, , 
88,7,1691532,18090207000617, , 
89,7,1691534,18090207000246, , 
90,7,1691544,18090207000268, , 
91,7,1691554,18090207000261, , 
92,7,1691558,18090207000260, , 
93,7,1691566,18090207000263, , 
94,7,1691568,18090207000262, , 
95,7,1691572,18090207000259, , 
96,7,1691574,18090207000273, , 
97,7,1691576,18090207000258, , 
98,7,1691582,18090207000023, , 
99,7,1691584,18090207000569, , 
100,7,1691586,18090207000018, , 
101,7,1691588,18090207000255, , 
102,7,1691600,18090207000128, , 
103,7,1691604,18090207000228, , 
104,7,1691606,18090207000830, , 
105,7,1691610,18090207000229, , 
106,7,1691612,18090207000550, , 
107,7,1691618,18090207000235, , 
108,7,1691622,18090207000236, , 
109,7,1691624,18090207000239, , 
110,7,1691644,18090207000243, , 
111,7,1691648,18090207000030, , 
112,7,1691652,18090207000017, , 
113,7,1691654,18090207000029, , 
114,7,1691658,18090207000831, , 
115,7,1691668,18090207000831, , 
116,7,1691670,18090207000547, , 
117,7,1691684,18090207000685, , 
118,7,1691688,18090207000683, , 
119,7,1691692,18090207000682, , 
120,7,1691696,18090207000497, , 
121,7,1691700,18090207000723, , 
122,7,1691708,18090207000721, , 
123,7,1691722,18090207000679, , 
124,7,1691726,18090207000042, , 
125,7,1691730,18090207000677, , 
126,7,1691736,18090207000041, , 
127,7,1691750,18090207000040, , 
128,7,1691752,18090207000675, , 
129,7,1691754,18090207000057, , 
130,7,1691768,18090207000705, , 
131,7,1691782,18090207000060, , 
132,7,1691786,18090207000671, , 
133,7,1691790,18090207000703, , 
134,7,1691796,18090207000669, , 
135,7,1691800,18090207000054, , 
136,7,1691802,18090207000055, , 
137,7,1691808,18090207000699, , 
138,7,1691810,18090207000056, , 
139,7,1691814,18090207000833,00239393,Black Canyon
140,7,1691816,18090207000696, , 
141,7,1691826,18090207000695, , 
142,7,1691830,18090207000165, , 
143,7,1691836,18090207000698, , 
144,7,1691844,18090207000349, , 
145,7,1691848,18090207000694, , 
146,7,1691850,18090207000052, , 
147,7,1691852,18090207000348, , 
148,7,1691854,18090207000693, , 
149,7,1691856,18090207000711, , 
150,7,1691858,18090207000710, , 
151,7,1691860,18090207000440, , 
152,7,1691876,18090207000051, , 
153,7,1691882,18090207000345, , 
154,7,1691888,18090207000493, , 
155,7,1691894,18090207000050, , 
156,7,1691900,18090207000344, , 
157,7,1691906,18090207000834, , 
158,7,1691910,18090207000343, , 
159,7,1691912,18090207000835, , 
160,7,1691924,18090207000342, , 
161,7,1691934,18090207000059, , 
162,7,1691936,18090207000788, , 
163,7,1691940,18090207000282, , 
164,7,1691942,18090207000049, , 
165,7,1691946,18090207000836, , 
166,7,1691952,18090207000340, , 
167,7,1691954,18090207000339, , 
168,7,1691960,18090207000338, , 
169,7,1691970,18090207000309, , 
170,7,1691972,18090207000337, , 
171,7,1691978,18090207000306, , 
172,7,1691988,18090207000490, , 
173,7,1691998,18090207000331, , 
174,7,1692004,18090207000330, , 
175,7,1692012,18090207000360, , 
176,7,1692014,18090207000361, , 
177,7,1692016,18090207000359, , 
178,7,1692020,18090207000324, , 
179,7,1692022,18090207000328, , 
180,7,1692024,18090207000335, , 
181,7,1692026,18090207000327, , 
182,7,1692028,18090207000292, , 
183,7,1692030,18090207000323, , 
184,7,1692032,18090207000325, , 
185,7,1692036,18090207000809, , 
186,7,1692038,18090207000809, , 
187,7,1692040,18090207000809, , 
188,7,1692042,18090207000808, , 
189,7,1692044,18090207000808, , 
190,7,1692046,18090207000826, , 
191,7,1692048,18090207000313, , 
192,7,1692050,18090207000303, , 
193,7,1692056,18090207000294, , 
194,7,1692058,18090207000374, , 
195,7,1692526,18090207000832, , 
196,7,1692528,18090207000565, , 
197,7,1692530,18090207000036,00239393,Black Canyon
198,7,1692536,18090207000035,00239393,Black Canyon
199,7,1692538,18090207000034,00239393,Black Canyon
200,7,1692546,18090207000053, , 
201,7,1692548,18090207000689, , 
202,7,1692550,18090207000692, , 
203,7,1692558,18090207000305, , 
204,7,1692560,18090207000808, , 
205,7,1692562,18090207000831, , 
206,7,1692564,18090207000819, , 
207,7,1692566,18090207000497, , 
208,7,1692568,18090207000856, , 
209,7,1692570,18090207000857, , 
210,7,1692572,18090207000858, , 
211,7,1692576,18090207000860, , 
212,7,1692578,18090207000861, , 
213,7,1692582,18090207000830, , 
214,7,1692584,18090207000863, , 
215,7,1692586,18090207000864, , 
216,7,1692588,18090207000865, , 
217,7,1692590,18090207000866, , 
218,7,1692592,18090207000867, , 
219,7,1692594,18090207000836, , 
220,7,1692596,18090207000834, , 
221,7,1692598,18090207000835, , 
222,7,1692602,18090207000831, , 
223,7,1692668,18090207000573, , 
224,7,1692698,18090207000579, , 
225,7,1692704,18090207000544, , 
226,7,1692722,18090207000653, , 
227,7,1692726,18090207000007, , 
228,7,1692728,18090207000526, , 
229,7,1692736,18090207000006, , 
230,7,1692742,18090207000012, , 
231,7,1692748,18090207000011, , 
232,7,1692750,18090207000531, , 
233,7,1692762,18090207000010, , 
234,7,1692764,18090207000534, , 
235,7,1692766,18090207000006, , 
236,7,1692768,18090207000009, , 
237,7,1692774,18090207000535, , 
238,7,1692784,18090207000584, , 
239,7,1692798,18090207000582, , 
240,7,1692802,18090207000583, , 
241,7,1692810,18090207000569, , 
242,7,1692826,18090207000005, , 
243,7,1692836,18090207000589, , 
244,7,1692858,18090207000539, , 
245,7,1692864,18090207000540, , 
246,7,1692866,18090207000590, , 
247,7,1692874,18090207000592, , 
248,7,1692896,18090207000639, , 
249,7,1692908,18090207000497, , 
250,7,1692916,18090207000638, , 
251,7,1692920,18090207000497, , 
252,7,1692926,18090207000648, , 
253,7,1692930,18090207000637, , 
254,7,1692932,18090207000499, , 
255,7,1692936,18090207000647, , 
256,7,1692938,18090207000645, , 
257,7,1692952,18090207000501, , 
258,7,1692962,18090207000519, , 
259,7,1692966,18090207000004, , 
260,7,1692968,18090207000503, , 
261,7,1692974,18090207000172, , 
262,7,1692984,18090207000644, , 
263,7,1693000,18090207000003, , 
264,7,1693002,18090207000631, , 
265,7,1693008,18090207000512, , 
266,7,1693010,18090207000516, , 
267,7,1693012,18090207000513, , 
268,7,1693020,18090207000511, , 
269,7,1693026,18090207000508, , 
270,7,1693032,18090207000757, , 
271,7,1693036,18090207000509, , 
272,7,1693040,18090207000507, , 
273,7,1693060,18090207000506, , 
274,7,1693064,18090207000198, , 
275,7,1693152,18090207000593, , 
276,7,1693158,18090207000522, , 
277,7,1693164,18090207000573, , 
278,7,1693168,18090207000851, , 
279,7,1693170,18090207000852, , 
280,7,1693174,18090207000854, , 
281,7,1693176,18090207000855, , 
282,7,1693178,18090207000006, , 
283,7,1693180,18090207000497, , 
284,7,1693264,18090207000313, , 
285,7,1693266,18090207000826, , 
286,7,1693280,18090207000295, , 
287,7,1693282,18090207000294, , 
288,7,1693288,18090207000389, , 
289,7,1693290,18090207000364, , 
290,7,1693294,18090207000312, , 
291,7,1693296,18090207000299, , 
292,7,1693298,18090207000303, , 
293,7,1693300,18090207000300, , 
294,7,1693302,18090207000298, , 
295,7,1693304,18090207000374, , 
296,7,1693306,18090207000824, , 
297,7,1693308,18090207000398, , 
298,7,1693316,18090207000375, , 
299,7,1693318,18090207000607, , 
300,7,1693328,18090207000289, , 
301,7,1693330,18090207000285, , 
302,7,1693332,18090207000403, , 
303,7,1693340,18090207000380, , 
304,7,1693342,18090207000474, , 
305,7,1693346,18090207000400, , 
306,7,1693348,18090207000314, , 
307,7,1693350,18090207000381, , 
308,7,1693352,18090207000468, , 
309,7,1693362,18090207000425, , 
310,7,1693364,18090207000376, , 
311,7,1693370,18090207000411, , 
312,7,1693372,18090207000315, , 
313,7,1693376,18090207000377, , 
314,7,1693382,18090207000365, , 
315,7,1693384,18090207000467, , 
316,7,1693388,18090207000488, , 
317,7,1693390,18090207000301, , 
318,7,1693398,18090207000470, , 
319,7,1693402,18090207000413, , 
320,7,1693408,18090207000477, , 
321,7,1693410,18090207000466, , 
322,7,1693412,18090207000464, , 
323,7,1693418,18090207000383, , 
324,7,1693420,18090207000609, , 
325,7,1693424,18090207000287, , 
326,7,1693432,18090207000463, , 
327,7,1693434,18090207000404, , 
328,7,1693440,18090207000386, , 
329,7,1693444,18090207000392, , 
330,7,1693446,18090207000063, , 
331,7,1693450,18090207000428, , 
332,7,1693452,18090207000062, , 
333,7,1693454,18090207000604, , 
334,7,1693468,18090207000421, , 
335,7,1693472,18090207000390, , 
336,7,1693478,18090207000443, , 
337,7,1693482,18090207000444, , 
338,7,1693488,18090207000445, , 
339,7,1693490,18090207000599, , 
340,7,1693494,18090207000405, , 
341,7,1693498,18090207000395, , 
342,7,1693502,18090207000462, , 
343,7,1693510,18090207000762, , 
344,7,1693516,18090207000432, , 
345,7,1693518,18090207000457, , 
346,7,1693522,18090207000452, , 
347,7,1693526,18090207000433, , 
348,7,1693532,18090207000459, , 
349,7,1693534,18090207000406, , 
350,7,1693542,18090207000446, , 
351,7,1693546,18090207000600, , 
352,7,1693584,18090207000407, , 
353,7,1693588,18090207000453, , 
354,7,1693600,18090207000408, , 
355,7,1693610,18090207000409, , 
356,7,1694112,18090207000313, , 
357,7,1694114,18090207000424, , 
358,7,1694118,18090207000426, , 
359,7,1694122,18090207000431, , 
360,7,1694126,18090207000364, , 
361,7,1694130,18090207000809, , 
362,7,1694132,18090207000809, , 
363,7,1694134,18090207000809, , 
364,7,1694136,18090207000808, , 
365,7,1694202,18090207000761, , 
366,7,1694394,18090207000522, , 
367,7,1694396,18090207000207, , 
368,7,1694402,18090207000849, , 
369,7,14945784,18030003000706, , 
370,7,14945820,18030003000741, , 
371,7,14959681,18030002000518, , 
372,7,14959717,18030002000522, , 
373,7,14961123,18030002000353, , 
374,7,14961129,18030002000384, , 
375,7,14961185,18030002000596, , 
376,7,14961191,18030002000061, , 
377,7,14961233,18030002000620, , 
378,7,14961237,18030002000618, , 
379,7,14961249,18030002000619, , 
380,7,14961251,18030002000617, , 
381,7,14961263,18030002000605, , 
382,7,14961267,18030002000616, , 
383,7,14961271,18030002000608, , 
384,7,14961279,18030002000615, , 
385,7,14961283,18030002000737, , 
386,7,14961301,18030002000628, , 
387,7,14961303,18030002000741, , 
388,7,14961311,18030002000609, , 
389,7,14961319,18030002000004, , 
390,7,14961331,18030002000622, , 
391,7,14961341,18030002000250, , 
392,7,14961343,18030002000633, , 
393,7,14961351,18030002000632, , 
394,7,14961361,18030002000631, , 
395,7,14962457,18030002000617, , 
396,7,14962463,18030002000259, , 
397,7,14971891,18030001001010, , 
398,7,14971921,18030001000936, , 
399,7,17154010,18030012006407,00245908,Mill Creek
400,7,17154082,18030012006407,00245908,Mill Creek
401,7,17159474,18030012008854,00245908,Mill Creek
402,7,17169136,18030012006932, , 
403,7,17170372,18030012007069,00255379,Buena Vista Creek
404,7,17171264,18030012006989, , 
405,7,17171302,18030012007044, , 
406,7,17171478,18030012007045, , 
407,7,17171604,18030012007733, , 
408,7,17171610,18030012007708, , 
409,7,17172812,18030012007045, , 
410,7,17173656,18030012006915, , 
411,7,17173676,18030012006929, , 
412,7,17173686,18030012006928, , 
413,7,17173728,18030012006930, , 
414,7,17174130,18030012006770, , 
415,7,17174202,18030012006785, , 
416,7,17175288,18030012007738, , 
417,7,17175308,18030012007730, , 
418,7,17176084,18030012007694, , 
419,7,17176118,18030012008517, , 
420,7,17574219,18070102000086, , 
421,7,17574387,18070102000899, , 
422,7,17636484,18060007000180,00273153,Quatal Canyon
423,7,17637352,18060007000932, , 
424,7,20202406,18090205001097, , 
425,7,20202420,18090205001099, , 
426,7,20202422,18090205001096, , 
427,7,20202434,18090205001095, , 
428,7,20202440,18090205001258, , 
429,7,20202490,18090205001283, , 
430,7,20202510,18090205001291, , 
431,7,20202522,18090205001045, , 
432,7,20202548,18090205001106, , 
433,7,20202562,18090205001030, , 
434,7,20202564,18090205001231, , 
435,7,20202570,18090205001024, , 
436,7,20202588,18090205001022, , 
437,7,20202846,18090205001263, , 
438,7,20202866,18090205001068, , 
439,7,20202880,18090205001067, , 
440,7,20202896,18090205001047, , 
441,7,20202912,18090205001044, , 
442,7,20202924,18090205001441, , 
443,7,20203336,18090205000877, , 
444,7,20204452,18090205001044, , 
445,7,20204454,18090205000104,00248124,Renegade Canyon
446,7,20204470,18090205000103,00248124,Renegade Canyon
447,7,20204486,18090205001092, , 
448,7,20204498,18090205000998, , 
449,7,20204504,18090205000102,00248124,Renegade Canyon
450,7,20204508,18090205000997, , 
451,7,20204554,18090205000995, , 
452,7,20204562,18090205001019, , 
453,7,20204568,18090205000994, , 
454,7,20204572,18090205000101,00248124,Renegade Canyon
455,7,20204578,18090205000100,00248124,Renegade Canyon
456,7,20204584,18090205000994, , 
457,7,20204590,18090205000994, , 
458,7,20204608,18090205000093, , 
459,7,20204614,18090205001449,00248124,Renegade Canyon
460,7,20204646,18090205001003, , 
461,7,20204668,18090205001006, , 
462,7,20204680,18090205001002, , 
463,7,20204722,18090205000092, , 
464,7,20204732,18090205000464, , 
465,7,20204736,18090205000994, , 
466,7,20204738,18090205001001, , 
467,7,20204750,18090205000457, , 
468,7,20204752,18090205000460, , 
469,7,20204754,18090205000463, , 
470,7,20204756,18090205000091, , 
471,7,20204796,18090205000985, , 
472,7,20204800,18090205000992, , 
473,7,20204804,18090205000993, , 
474,7,20204808,18090205000090, , 
475,7,20204810,18090205000456, , 
476,7,20204812,18090205000449, , 
477,7,20204890,18090205000984, , 
478,7,20204914,18090205000763, , 
479,7,20204926,18090205001202, , 
480,7,20204988,18090205000686, , 
481,7,20205018,18090205000683, , 
482,7,20205044,18090205000682, , 
483,7,20205076,18090205000678, , 
484,7,20205078,18090205000705, , 
485,7,20205096,18090205000704, , 
486,7,20205116,18090205000679, , 
487,7,20205134,18090205000711, , 
488,7,20205136,18090205000697, , 
489,7,20205138,18090205000709, , 
490,7,20205154,18090205000714, , 
491,7,20205160,18090205000695, , 
492,7,20205166,18090205000694, , 
493,7,20205170,18090205000724, , 
494,7,20205180,18090205000815, , 
495,7,20205190,18090205000675, , 
496,7,20205192,18090205000676, , 
497,7,20205206,18090205000737, , 
498,7,20205208,18090205000689, , 
499,7,20205212,18090205000034, , 
500,7,20205214,18090205000692, , 
501,7,20205228,18090205000535, , 
502,7,20205232,18090205000719, , 
503,7,20205246,18090205000545, , 
504,7,20205256,18090205001116, , 
505,7,20205262,18090205000720, , 
506,7,20205270,18090205001164, , 
507,7,20205274,18090205000001,00272088,Little Dixie Wash
508,7,20205276,18090205000549, , 
509,7,20205278,18090205001165, , 
510,7,20205282,18090205000536, , 
511,7,20205306,18090205000043,00250287,Teagle Wash
512,7,20205316,18090205001168, , 
513,7,20205324,18090205001119, , 
514,7,20205326,18090205000730, , 
515,7,20205330,18090205000538, , 
516,7,20205332,18090205000550, , 
517,7,20205336,18090205000565, , 
518,7,20205338,18090205000546, , 
519,7,20205352,18090205000732, , 
520,7,20205362,18090205000044,00250287,Teagle Wash
521,7,20205410,18090205000539, , 
522,7,20205424,18090205000002,00272088,Little Dixie Wash
523,7,20205426,18090205000564, , 
524,7,20205430,18090205000003,00272088,Little Dixie Wash
525,7,20205438,18090205000064, , 
526,7,20205446,18090205001122, , 
527,7,20205456,18090205000562, , 
528,7,20205462,18090205000945, , 
529,7,20205464,18090205000004,00272088,Little Dixie Wash
530,7,20205466,18090205000045,00250287,Teagle Wash
531,7,20205468,18090205000560, , 
532,7,20205470,18090205000065, , 
533,7,20205476,18090205000570, , 
534,7,20205478,18090205000046,00250287,Teagle Wash
535,7,20205482,18090205000005,00272088,Little Dixie Wash
536,7,20205484,18090205000036, , 
537,7,20205486,18090205000569, , 
538,7,20205488,18090205000577, , 
539,7,20205490,18090205000573, , 
540,7,20205494,18090205000006,00272088,Little Dixie Wash
541,7,20205508,18090205000574, , 
542,7,20205514,18090205000007,00272088,Little Dixie Wash
543,7,20205520,18090205000008,00272088,Little Dixie Wash
544,7,20205524,18090205000066, , 
545,7,20205532,18090205000047,00250287,Teagle Wash
546,7,20205536,18090205000009,00272088,Little Dixie Wash
547,7,20205542,18090205000037, , 
548,7,20205546,18090205000642, , 
549,7,20205556,18090205000067, , 
550,7,20205560,18090205000648, , 
551,7,20205566,18090205000048,00250287,Teagle Wash
552,7,20205568,18090205000578, , 
553,7,20205576,18090205000068, , 
554,7,20205578,18090205000643, , 
555,7,20205580,18090205000069, , 
556,7,20205584,18090205000010,00272088,Little Dixie Wash
557,7,20205588,18090205000580, , 
558,7,20205590,18090205000582, , 
559,7,20205594,18090205000497, , 
560,7,20205600,18090205000941, , 
561,7,20205602,18090205000852, , 
562,7,20205608,18090205000650, , 
563,7,20205610,18090205000644, , 
564,7,20205614,18090205000011,00272088,Little Dixie Wash
565,7,20205620,18090205000645, , 
566,7,20205624,18090205000646, , 
567,7,20205626,18090205001125, , 
568,7,20205630,18090205000850, , 
569,7,20205636,18090205000499, , 
570,7,20205640,18090205001126, , 
571,7,20205644,18090205000500, , 
572,7,20205646,18090205000849, , 
573,7,20205650,18090205000858, , 
574,7,20205652,18090205000012,00272088,Little Dixie Wash
575,7,20205654,18090205000038, , 
576,7,20205658,18090205000049,00250287,Teagle Wash
577,7,20205662,18090205000848, , 
578,7,20205672,18090205000013,00272088,Little Dixie Wash
579,7,20205678,18090205001127, , 
580,7,20205686,18090205000070, , 
581,7,20205688,18090205000050,00250287,Teagle Wash
582,7,20205690,18090205000585, , 
583,7,20205692,18090205000588, , 
584,7,20205694,18090205000051,00250287,Teagle Wash
585,7,20205698,18090205000014,00272088,Little Dixie Wash
586,7,20205700,18090205000586, , 
587,7,20205702,18090205000591, , 
588,7,20205704,18090205000656, , 
589,7,20205706,18090205000052,00250287,Teagle Wash
590,7,20205710,18090205000015,00272088,Little Dixie Wash
591,7,20205712,18090205000657, , 
592,7,20205722,18090205000618,00250287,Teagle Wash
593,7,20205728,18090205000661, , 
594,7,20205734,18090205000616,00250287,Teagle Wash
595,7,20205736,18090205000053, , 
596,7,20205738,18090205000869, , 
597,7,20205748,18090205000504, , 
598,7,20205766,18090205000662, , 
599,7,20205770,18090205001136, , 
600,7,20205778,18090205000071, , 
601,7,20205780,18090205000664, , 
602,7,20205782,18090205000072, , 
603,7,20205792,18090205000651, , 
604,7,20205794,18090205000900, , 
605,7,20205796,18090205000594, , 
606,7,20205798,18090205000054,00250287,Teagle Wash
607,7,20205800,18090205000057,00250287,Teagle Wash
608,7,20205802,18090205000608, , 
609,7,20205804,18090205000056,00250287,Teagle Wash
610,7,20205806,18090205000016,00272088,Little Dixie Wash
611,7,20205812,18090205001137, , 
612,7,20205814,18090205000898, , 
613,7,20205818,18090205000017,00272088,Little Dixie Wash
614,7,20205824,18090205000611, , 
615,7,20205828,18090205000613, , 
616,7,20205830,18090205001138, , 
617,7,20205832,18090205000061,00250287,Teagle Wash
618,7,20205834,18090205000059,00250287,Teagle Wash
619,7,20205838,18090205000926, , 
620,7,20205840,18090205000058,00250287,Teagle Wash
621,7,20205844,18090205000060,00250287,Teagle Wash
622,7,20205852,18090205001140, , 
623,7,20205856,18090205001141, , 
624,7,20205870,18090205000018,00272088,Little Dixie Wash
625,7,20205872,18090205000927, , 
626,7,20205884,18090205000073, , 
627,7,20205898,18090205001143, , 
628,7,20205914,18090205000603, , 
629,7,20205926,18090205000074, , 
630,7,20205928,18090205000620, , 
631,7,20205940,18090205000075, , 
632,7,20206494,18090205001042,00240961,Coso Wash
633,7,20206498,18090205001039, , 
634,7,20206500,18090205001022, , 
635,7,20206510,18090205001003, , 
636,7,20206546,18090205000487, , 
637,7,20206560,18090205000490, , 
638,7,20206568,18090205001223, , 
639,7,20206574,18090205001222, , 
640,7,20206602,18090205000296, , 
641,7,20206614,18090205000305, , 
642,7,20206622,18090205000319, , 
643,7,20206628,18090205000033, , 
644,7,20206634,18090205000698, , 
645,7,20206644,18090205000696, , 
646,7,20206648,18090205000716, , 
647,7,20206650,18090205000700, , 
648,7,20206654,18090205000693, , 
649,7,20206656,18090205000725, , 
650,7,20206664,18090205000369, , 
651,7,20206672,18090205000690, , 
652,7,20206680,18090205001117, , 
653,7,20206682,18090205001118, , 
654,7,20206686,18090205001204, , 
655,7,20206688,18090205000042,00250287,Teagle Wash
656,7,20206692,18090205000729, , 
657,7,20206706,18090205000035, , 
658,7,20206720,18090205001135, , 
659,7,20206750,18090205000055,00250287,Teagle Wash
660,7,20206752,18090205000609, , 
661,7,20206762,18090205000996, , 
662,7,20206764,18090205000994, , 
663,7,20206766,18090205000994, , 
664,7,20206842,18090205001449,00248124,Renegade Canyon
665,7,20206848,18090205000763, , 
666,7,20207500,18090205000904,00272088,Little Dixie Wash
667,7,20208300,18090205000018,00272088,Little Dixie Wash
668,7,20208308,18090205000603, , 
669,7,20208312,18090205000019,00272088,Little Dixie Wash
670,7,20208318,18090205000020, , 
671,7,20208324,18090205001143, , 
672,7,20208332,18090205001144, , 
673,7,20208334,18090205000902,00272088,Little Dixie Wash
674,7,20208346,18090205000605, , 
675,7,20208356,18090205000904,00272088,Little Dixie Wash
676,7,20208362,18090205000902,00272088,Little Dixie Wash
677,7,20208370,18090205000021, , 
678,7,20208374,18090205001145, , 
679,7,20208378,18090205000022, , 
680,7,20208386,18090205001148, , 
681,7,20208388,18090205000023, , 
682,7,20208394,18090205001150, , 
683,7,20208396,18090205000075, , 
684,7,20208398,18090205000024, , 
685,7,20208408,18090205000905, , 
686,7,20208410,18090205001151, , 
687,7,20208412,18090205000025, , 
688,7,20208416,18090205000076, , 
689,7,20208428,18090205000906, , 
690,7,20208458,18090205000026, , 
691,7,20208460,18090205000641, , 
692,7,20208472,18090205000027, , 
693,7,20208476,18090205000624, , 
694,7,20208480,18090205000919, , 
695,7,20208490,18090205000077, , 
696,7,20208494,18090205000078, , 
697,7,20208498,18090205000523, , 
698,7,20208500,18090205001435, , 
699,7,20208504,18090205000914, , 
700,7,20208508,18090205000636, , 
701,7,20208512,18090205000028, , 
702,7,20208524,18090205000029, , 
703,7,20208532,18090205000030, , 
704,7,20208536,18090205000031, , 
705,7,20208542,18090205000079, , 
706,7,20208562,18090205000080, , 
707,7,20208564,18090205000081, , 
708,7,20208568,18090205000512, , 
709,7,20208570,18090205000513, , 
710,7,20208580,18090205000520, , 
711,7,20208592,18090205000082, , 
712,7,20209076,18090205000620, , 
713,7,20209086,18090205000515, , 
714,7,20209098,18090205000902,00272088,Little Dixie Wash
715,7,20214532,18090204000255, , 
716,7,20214536,18090204000296,00244712,Lee Wash
717,7,20214538,18090204000302, , 
718,7,20214544,18090204000254, , 
719,7,20214546,18090204000251, , 
720,7,20214976,18090204000251, , 
721,7,20214978,18090204000254, , 
722,7,20214984,18090204000302, , 
723,7,20214988,18090204000250, , 
724,7,20214992,18090204000249, , 
725,7,20214994,18090204000260, , 
726,7,20214998,18090204000248, , 
727,7,20215000,18090204000296,00244712,Lee Wash
728,7,20215002,18090204000300, , 
729,7,20215004,18090204000295,00244712,Lee Wash
730,7,20215016,18090204000294,00244712,Lee Wash
731,7,20215030,18090204000293,00244712,Lee Wash
732,7,20215044,18090204000236, , 
733,7,20215048,18090204000292,00244712,Lee Wash
734,7,20215050,18090204000289,00244712,Lee Wash
735,7,20215056,18090204000312, , 
736,7,20215058,18090204000307, , 
737,7,20215064,18090204000235, , 
738,7,20215066,18090204000308, , 
739,7,20215068,18090204000232, , 
740,7,20215070,18090204000085,00249123,Santa Rosa Wash
741,7,20215072,18090204000084,00249123,Santa Rosa Wash
742,7,20215088,18090204000074,00247919,Rainbow Canyon
743,7,20215092,18090204000082,00249123,Santa Rosa Wash
744,7,20215096,18090204000081,00249123,Santa Rosa Wash
745,7,20215098,18090204000241, , 
746,7,20215102,18090204000075,00247919,Rainbow Canyon
747,7,20215108,18090204000243, , 
748,7,20215110,18090204000952, , 
749,7,20215112,18090204000076,00247919,Rainbow Canyon
750,7,20215122,18090204000078,00247919,Rainbow Canyon
751,7,20215130,18090204000079,00247919,Rainbow Canyon
752,7,20215144,18090204000046,00241273,Darwin Wash
753,7,20215148,18090204000046,00241273,Darwin Wash
754,7,20215156,18090204000046,00241273,Darwin Wash
755,7,20215158,18090204000318, , 
756,7,20215162,18090204000691,00251489,White Sage Wash
757,7,20215170,18090204000047,00241273,Darwin Wash
758,7,20215174,18090204000802, , 
759,7,20215178,18090204000048,00241273,Darwin Wash
760,7,20215180,18090204000690,00251489,White Sage Wash
761,7,20215182,18090204000801, , 
762,7,20215186,18090204000049,00241273,Darwin Wash
763,7,20215188,18090204000274, , 
