OBJECTID,Common_Name,Scientific_Name,FID,Presence_Type,Data_Source_Name,Data_Source_Path,Notes,Observation_Date,Collections,HUC_12
1238,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1239,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1240,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1241,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1242,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1243,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1244,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1245,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1246,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1247,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1248,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1249,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1250,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1251,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1252,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1253,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1254,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1255,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1256,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1257,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1258,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1259,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1260,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1261,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1262,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1263,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1264,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020302
1265,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1266,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1267,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1268,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1269,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1270,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1271,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1272,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1273,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1274,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1275,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1276,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1277,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1278,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1279,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1280,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1281,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1282,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1283,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1284,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1285,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1286,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1287,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1288,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1289,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1290,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1291,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1292,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1293,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1294,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1295,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1296,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1297,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1298,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1299,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1300,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1301,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1302,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Six Rivers National Forest,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\Six_Rivers,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1303,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020401
1304,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020402
1305,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020402
1306,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020402
1307,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020402
1308,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020403
1309,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020403
1310,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020403
1311,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020403
1312,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020404
1313,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020404
1314,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020404
1315,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020405
1316,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020405
1317,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020405
1318,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,"This is from CalFish - the import failed, but the data is likely correct. It is their synthesis rangemap of Coho",2/23/2012 14:28:37,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020406
1319,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Observed,"Moyle, Katz and Santos",direct addition,Retry with the CalFish data using intesect with stream reaches. Intersect method.,2/23/2012 14:39:58,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020406
1320,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,Moyle and Randall,C:\Users\nrsantos\Documents\SAM\data\observations.gdb\cospoly,,,"Delivered USFS 12/15/2011, Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020406
1321,Southern Oregon Northern California coast coho salmon,Oncorhynchus kisutch,SOK02,Extant Range - Expert Opinion,"Moyle, Katz and Santos",direct addition,Copying Observed into EO to make consistent range,2/28/2012 12:48:24,"Fish Species of Special Concern - Final, QC 2013, Best available knowledge 8/2013, QC Update 2017",180101020406
